BQMall__QP_32_nF_5_MSizeL1_8192_AssL1_4_MSizeLL_8388608_AssLL_2_Word_32	Instruction Read	Data Read	Data Write	 L1 Instruction Misses (Read)	L1 Data Misses (Read)	L1 Data Misses (Write)	LL Instruction Misses (Read)	LL Data Misses (Read)	LL Data Misses (Write)	Intruction Hits (Read)	Data Hits (Read)	Data Hits(Write)	L1 Miss Rate	L1 Instruction Miss Rate	L1 Data Miss Rate	LL Miss Rate	LL Instruction Miss Rate	LL Data Miss Rate
__GI_strlen	5021	844	0	29	38	0	15	23	0	4977	783	0	0 %	0 %	0 %	0 %	0 %	0 %
__strcmp_ssse3	5016	3135	0	38	153	0	11	5	0	4967	2977	0	0 %	0 %	0 %	0 %	0 %	0 %
TEncSbac::resetEntropy	5008	312	3340	227	35	4	67	5	0	4714	272	3336	3.07159353349 %	4.53274760383 %	1.06790799562 %	0.831408775982 %	1.33785942492 %	0.13691128149 %
std::__basic_file<char>::xsputn_2	4972	1750	1842	12	182	181	11	4	1	4949	1564	1660	4.37879495563 %	0.241351568785 %	10.1057906459 %	0.186828584773 %	0.221238938053 %	0.139198218263 %
TEncSbac::setBitstream	4840	2640	1760	148	679	0	2	1	0	4690	1960	1760	8.95021645022 %	3.05785123967 %	15.4318181818 %	0.0324675324675 %	0.0413223140496 %	0.0227272727273 %
_dl_map_object_from_fd	4776	1278	794	49	53	54	49	46	51	4678	1179	689	2.27803738318 %	1.02596314908 %	5.16409266409 %	2.13200934579 %	1.02596314908 %	4.68146718147 %
TComTrQuant::initScalingList	4516	1070	1335	4	2	64	4	1	55	4508	1067	1216	1.01141453547 %	0.088573959256 %	2.74428274428 %	0.86692674469 %	0.088573959256 %	2.32848232848 %
finite	4440	1480	0	10	0	0	10	0	0	4420	1480	0	0 %	0 %	0 %	0 %	0 %	0 %
_IO_do_write@@GLIBC_2.1	4421	1543	1172	40	10	8	15	1	1	4366	1532	1163	0.812780269058 %	0.904772675865 %	0.662983425414 %	0.238228699552 %	0.339289753449 %	0.073664825046 %
df::program_options_lite::storePair	4408	1444	988	74	234	0	4	0	0	4330	1210	988	4.50292397661 %	1.67876588022 %	9.62171052632 %	0.0584795321637 %	0.0907441016334 %	0.0 %
TComYuv::create	4389	1026	1083	3	0	21	3	0	0	4383	1026	1062	0.369344413666 %	0.0683526999316 %	0.99573257468 %	0.0461680517082 %	0.0683526999316 %	0.0 %
std::ios_base::~ios_base	4264	1372	1676	43	350	0	11	5	0	4210	1017	1676	5.37472647702 %	1.00844277674 %	11.4829396325 %	0.218818380744 %	0.257973733583 %	0.164041994751 %
TComPicSym::destroy	4215	1390	1105	6	59	0	6	25	0	4203	1306	1105	0.96870342772 %	0.142348754448 %	2.36472945892 %	0.461997019374 %	0.142348754448 %	1.00200400802 %
TComDataCU::compressMV	4200	1120	1680	10	210	0	4	0	0	4186	910	1680	3.14285714286 %	0.238095238095 %	7.5 %	0.0571428571429 %	0.0952380952381 %	0.0 %
match_symbol	4112	1675	380	5	104	0	5	83	0	4102	1488	380	1.76747202854 %	0.121595330739 %	5.06082725061 %	1.4269498946 %	0.121595330739 %	4.03892944039 %
df::program_options_lite::Option<int>::parse	4108	1217	2054	142	38	0	13	0	0	3953	1179	2054	2.43935492614 %	3.45666991237 %	1.16172424335 %	0.176175633555 %	0.316455696203 %	0.0 %
TComPicSym::xCalculateNextCtuRSAddr	4100	2060	840	10	0	0	4	0	0	4086	2060	840	0.142857142857 %	0.243902439024 %	0.0 %	0.0571428571429 %	0.0975609756098 %	0.0 %
0x00019b2c	3968	3968	0	0	0	0	0	0	0	3968	3968	0	0 %	0 %	0 %	0 %	0 %	0 %
df::program_options_lite::Option<bool>::parse	3956	1172	1978	81	13	0	12	0	0	3863	1159	1978	1.32282578103 %	2.04752275025 %	0.412698412698 %	0.168871376302 %	0.303336703741 %	0.0 %
_IO_file_write@@GLIBC_2.1	3666	1128	752	24	0	9	8	0	1	3634	1128	742	0.595023440317 %	0.654664484452 %	0.478723404255 %	0.162279120087 %	0.218221494817 %	0.0531914893617 %
__new_exitfn	3624	752	759	8	16	13	5	1	2	3611	735	744	0.720545277507 %	0.220750551876 %	1.91925876903 %	0.155793573515 %	0.137969094923 %	0.198544010589 %
std::num_get<char,	3556	1538	1346	5	23	0	4	0	0	3547	1515	1346	0.434782608696 %	0.140607424072 %	0.797503467406 %	0.0621118012422 %	0.112485939258 %	0.0 %
TComReferencePictureSet::TComReferencePictureSet	3480	150	1980	17	0	167	13	0	160	3450	150	1653	3.2798573975 %	0.488505747126 %	7.84037558685 %	3.08377896613 %	0.373563218391 %	7.5117370892 %
0x000ca760	3436	1427	287	6	1	0	1	0	0	3429	1426	287	0.135922330097 %	0.174621653085 %	0.0583430571762 %	0.0194174757282 %	0.0291036088475 %	0.0 %
____strtod_l_internal	3399	840	685	162	40	44	63	6	6	3174	794	635	4.99593826158 %	4.76610767873 %	5.50819672131 %	1.52315190902 %	1.85348631951 %	0.786885245902 %
TEncEntropy::setEntropyCoder	3355	1830	1220	239	590	295	4	11	2	3112	1229	923	17.5487900078 %	7.12369597615 %	29.0163934426 %	0.265417642467 %	0.119225037258 %	0.426229508197 %
SyntaxElementWriter::xWriteUvlc	3313	1079	1079	18	0	0	6	0	0	3289	1079	1079	0.32900749406 %	0.543314216722 %	0.0 %	0.109669164687 %	0.181104738907 %	0.0 %
__gnu_cxx::stdio_sync_filebuf<char,	3252	1220	1017	6	4	0	3	0	0	3243	1216	1017	0.182182546912 %	0.184501845018 %	0.178810907465 %	0.0546547640736 %	0.0922509225092 %	0.0 %
TComTrQuant::destroyScalingList	3205	874	870	2	59	0	2	18	0	3201	797	870	1.23257223682 %	0.0624024960998 %	3.38302752294 %	0.404122044858 %	0.0624024960998 %	1.03211009174 %
std::ctype<wchar_t>::_M_initialize_ctype	3189	414	1231	8	5	38	8	0	38	3173	409	1155	1.05502689284 %	0.250862339291 %	2.61398176292 %	0.95159288374 %	0.250862339291 %	2.31003039514 %
TEncSbac::codeSAOSign	3140	1884	942	6	0	0	3	0	0	3131	1884	942	0.100569896078 %	0.191082802548 %	0.0 %	0.0502849480389 %	0.0955414012739 %	0.0 %
TComReferencePictureSet::sortDeltaPOC	3052	283	1733	8	0	0	8	0	0	3036	283	1733	0.157853196527 %	0.262123197903 %	0.0 %	0.157853196527 %	0.262123197903 %	0.0 %
0x000f34a0	3047	745	400	4	39	0	2	0	0	3041	706	400	1.02576335878 %	0.131276665573 %	3.40611353712 %	0.0477099236641 %	0.0656383327863 %	0.0 %
_dl_map_object_deps	3043	704	422	34	34	3	34	0	2	2975	670	417	1.70304629408 %	1.11731843575 %	3.28596802842 %	0.863516430799 %	1.11731843575 %	0.177619893428 %
std::string::find	3016	415	411	5	3	0	5	1	0	3006	411	411	0.208224882874 %	0.165782493369 %	0.363196125908 %	0.156168662155 %	0.165782493369 %	0.121065375303 %
std::ios_base::_M_dispose_callbacks	2888	1216	912	173	0	0	6	0	0	2709	1216	912	3.44896331738 %	5.99030470914 %	0.0 %	0.11961722488 %	0.207756232687 %	0.0 %
df::program_options_lite::Option<GOPEntry>::~Option	2880	832	768	4	73	0	4	0	0	2872	759	768	1.71875 %	0.138888888889 %	4.5625 %	0.0892857142857 %	0.138888888889 %	0.0 %
TComPicYuv::destroy	2824	612	818	19	53	23	7	10	11	2798	549	784	2.23319228961 %	0.672804532578 %	5.31468531469 %	0.658204043253 %	0.247875354108 %	1.46853146853 %
std::__basic_file<char>::xsgetn	2821	974	1071	36	189	91	10	0	0	2775	785	980	6.49404027949 %	1.27614321163 %	13.6919315403 %	0.205507603781 %	0.354484225452 %	0.0 %
intel_check_word	2789	312	108	6	16	1	6	15	0	2777	281	107	0.716734185104 %	0.21513087128 %	4.04761904762 %	0.654409473356 %	0.21513087128 %	3.57142857143 %
df::program_options_lite::setDefaults	2772	1730	692	1	889	0	1	10	0	2770	831	692	17.1351559492 %	0.036075036075 %	36.7052023121 %	0.211782826338 %	0.036075036075 %	0.412881915772 %
TEncEntropy::encodeTerminatingBit	2750	1650	825	141	135	0	3	1	0	2606	1514	825	5.28229665072 %	5.12727272727 %	5.45454545455 %	0.0765550239234 %	0.109090909091 %	0.040404040404 %
TEncSbac::codeTerminatingBit	2750	1650	825	140	226	0	2	3	0	2608	1421	825	7.004784689 %	5.09090909091 %	9.13131313131 %	0.0956937799043 %	0.0727272727273 %	0.121212121212 %
std::ios_base::_M_call_callbacks	2736	1216	760	8	47	0	6	2	0	2722	1167	760	1.16723259762 %	0.292397660819 %	2.37854251012 %	0.169779286927 %	0.219298245614 %	0.101214574899 %
__mpn_rshift	2712	908	528	16	0	5	7	0	0	2689	908	523	0.506268081003 %	0.589970501475 %	0.348189415042 %	0.168756027001 %	0.258112094395 %	0.0 %
TEncSbac::determineCabacInitIdx	2700	594	1550	127	0	0	62	0	0	2511	594	1550	2.62180016515 %	4.7037037037 %	0.0 %	1.27993393889 %	2.2962962963 %	0.0 %
TEncBinCABAC::encodeBinTrm	2573	845	605	5	0	1	2	0	0	2566	845	604	0.149142431022 %	0.194325689856 %	0.0689655172414 %	0.0497141436739 %	0.0777302759425 %	0.0 %
__GI_memcpy	2525	785	350	28	12	11	8	3	1	2489	770	338	1.39344262295 %	1.10891089109 %	2.02643171806 %	0.327868852459 %	0.316831683168 %	0.352422907489 %
TComPicYuv::copyToPic	2520	840	340	41	362	0	8	16	0	2471	462	340	10.8918918919 %	1.62698412698 %	30.6779661017 %	0.648648648649 %	0.31746031746 %	1.35593220339 %
df::program_options_lite::OptionSpecific&	2508	627	1140	3	2	0	3	0	0	2502	625	1140	0.116959064327 %	0.11961722488 %	0.113186191285 %	0.0701754385965 %	0.11961722488 %	0.0 %
TComSlice::resetWpScaling	2460	10	1920	6	0	537	5	0	537	2449	10	846	12.3690205011 %	0.243902439024 %	27.8238341969 %	12.3462414579 %	0.20325203252 %	27.8238341969 %
TComYuv::destroy	2451	627	741	4	38	0	2	0	0	2445	589	741	1.09976433621 %	0.16319869441 %	2.77777777778 %	0.0523697302959 %	0.0815993472052 %	0.0 %
wctob	2432	768	640	1	0	0	1	0	0	2430	768	640	0.0260416666667 %	0.0411184210526 %	0.0 %	0.0260416666667 %	0.0411184210526 %	0.0 %
_dl_runtime_resolve	2431	1326	1105	14	3	3	3	0	1	2414	1323	1101	0.41135335253 %	0.575894693542 %	0.246812011518 %	0.082270670506 %	0.123406005759 %	0.041135335253 %
std::basic_ios<char,	2340	936	468	10	6	0	2	0	0	2328	930	468	0.42735042735 %	0.42735042735 %	0.42735042735 %	0.0534188034188 %	0.0854700854701 %	0.0 %
initRasterToPelXY	2336	296	339	4	1	34	4	0	34	2328	295	271	1.31268933019 %	0.171232876712 %	5.51181102362 %	1.27903062942 %	0.171232876712 %	5.35433070866 %
std::num_put<char,	2281	968	830	9	53	0	4	0	0	2268	915	830	1.51998038735 %	0.394563787812 %	2.94771968854 %	0.0980632507968 %	0.175361683472 %	0.0 %
std::__basic_file<char>::fd	2272	947	758	11	275	181	6	2	1	2255	670	576	11.7425194871 %	0.484154929577 %	26.7448680352 %	0.226301232084 %	0.264084507042 %	0.175953079179 %
TComSlice::applyReferencePictureSet	2271	1012	415	52	20	0	29	4	0	2190	988	415	1.9469983775 %	2.28974020255 %	1.40154169587 %	0.892374256355 %	1.27697049758 %	0.280308339173 %
_dl_map_object	2262	501	385	23	15	3	23	0	3	2216	486	379	1.30241423126 %	1.01679929266 %	2.0316027088 %	0.825921219822 %	1.01679929266 %	0.338600451467 %
TComDataCU::~TComDataCU	2220	740	1036	1	5	0	1	0	0	2218	735	1036	0.15015015015 %	0.045045045045 %	0.281531531532 %	0.025025025025 %	0.045045045045 %	0.0 %
__default_morecore	2192	548	548	6	0	30	3	0	0	2183	548	518	1.09489051095 %	0.273722627737 %	2.73722627737 %	0.0912408759124 %	0.136861313869 %	0.0 %
destroyROM	2183	446	441	3	28	0	3	14	0	2177	404	441	1.00977198697 %	0.137425561154 %	3.15670800451 %	0.553745928339 %	0.137425561154 %	1.57835400225 %
TComPic::getSubstreamForCtuAddr	2175	1160	435	19	70	0	4	0	0	2152	1090	435	2.36074270557 %	0.873563218391 %	4.38871473354 %	0.106100795756 %	0.183908045977 %	0.0 %
TEncSampleAdaptiveOffset::SAOProcess	2145	245	790	49	77	22	28	2	4	2068	166	764	4.65408805031 %	2.28438228438 %	9.5652173913 %	1.06918238994 %	1.30536130536 %	0.579710144928 %
std::istreambuf_iterator<char,	2092	619	509	75	32	4	24	0	0	1993	587	505	3.44720496894 %	3.58508604207 %	3.1914893617 %	0.745341614907 %	1.14722753346 %	0.0 %
fwrite	2041	727	449	24	16	2	8	2	0	2009	709	447	1.30556419024 %	1.17589416952 %	1.5306122449 %	0.310848616724 %	0.391964723175 %	0.170068027211 %
getenv	2034	672	78	4	101	0	4	2	0	2026	569	78	3.77155172414 %	0.196656833825 %	13.4666666667 %	0.215517241379 %	0.196656833825 %	0.266666666667 %
TEncBinCABACCounter::encodeBinTrm	2025	810	675	163	83	0	9	1	0	1853	726	675	7.00854700855 %	8.04938271605 %	5.58922558923 %	0.2849002849 %	0.444444444444 %	0.0673400673401 %
read_int	1975	755	325	25	1	0	12	1	0	1938	753	325	0.851063829787 %	1.26582278481 %	0.0925925925926 %	0.425531914894 %	0.607594936709 %	0.0925925925926 %
TComSlice::checkThatAllRefPicsAreAvailable	1974	983	405	50	85	5	28	9	0	1896	889	400	4.16418798334 %	2.53292806484 %	6.48414985591 %	1.1005353956 %	1.41843971631 %	0.648414985591 %
index	1906	220	72	7	10	0	7	10	0	1892	200	72	0.773430391265 %	0.367261280168 %	3.42465753425 %	0.773430391265 %	0.367261280168 %	3.42465753425 %
SyntaxElementWriter::xWriteFlag	1892	1032	688	6	0	0	2	0	0	1884	1032	688	0.166112956811 %	0.317124735729 %	0.0 %	0.0553709856035 %	0.105708245243 %	0.0 %
TEncSlice::initEncSlice	1886	765	443	181	117	40	107	35	20	1598	613	383	10.9243697479 %	9.59703075292 %	12.9966887417 %	5.23594053006 %	5.67338282078 %	4.55298013245 %
TComPicSym::initCtuTsRsAddrMaps	1800	465	730	15	0	40	6	0	32	1779	465	658	1.83639398998 %	0.833333333333 %	3.34728033473 %	1.26878130217 %	0.333333333333 %	2.67782426778 %
std::istream&	1794	650	676	73	2	0	5	0	0	1716	648	676	2.40384615385 %	4.06911928651 %	0.150829562594 %	0.160256410256 %	0.278706800446 %	0.0 %
TEncBinCABAC::init	1760	1320	440	154	0	0	2	0	0	1604	1320	440	4.375 %	8.75 %	0.0 %	0.0568181818182 %	0.113636363636 %	0.0 %
writeAnnexB	1758	479	541	51	77	16	49	3	0	1658	399	525	5.18358531317 %	2.90102389078 %	9.11764705882 %	1.87185025198 %	2.78725824801 %	0.294117647059 %
SyntaxElementWriter::xWriteCode	1746	776	582	7	2	1	2	1	0	1737	773	581	0.322164948454 %	0.400916380298 %	0.220913107511 %	0.0966494845361 %	0.114547537228 %	0.0736377025037 %
std::ios_base::Init::Init	1712	426	619	38	34	24	36	0	20	1638	392	575	3.48204570185 %	2.21962616822 %	5.55023923445 %	2.03119332608 %	2.10280373832 %	1.91387559809 %
fileno	1701	756	189	5	374	0	3	9	0	1693	373	189	14.3235071807 %	0.293944738389 %	39.5767195767 %	0.453514739229 %	0.176366843034 %	0.952380952381 %
strlen	1693	244	2	6	7	0	6	5	0	1681	232	2	0.670448684889 %	0.354400472534 %	2.84552845528 %	0.567302733368 %	0.354400472534 %	2.0325203252 %
df::program_options_lite::Option<unsigned	1676	497	838	49	9	0	11	0	0	1616	488	838	1.92627034208 %	2.92362768496 %	0.674157303371 %	0.365327133843 %	0.656324582339 %	0.0 %
std::num_get<char,	1664	650	676	11	17	15	6	0	0	1647	633	661	1.4381270903 %	0.661057692308 %	2.41327300151 %	0.200668896321 %	0.360576923077 %	0.0 %
__run_exit_handlers	1652	336	274	4	39	1	4	38	0	1644	259	273	1.94518125553 %	0.242130750605 %	6.55737704918 %	1.85676392573 %	0.242130750605 %	6.22950819672 %
_dl_load_cache_lookup	1637	457	241	17	39	0	17	35	0	1603	383	241	2.3982869379 %	1.0384850336 %	5.58739255014 %	2.22698072805 %	1.0384850336 %	5.01432664756 %
TEncSampleAdaptiveOffset::destroyEncData	1633	596	291	8	15	0	6	0	0	1619	581	291	0.912698412698 %	0.489895897122 %	1.69109357384 %	0.238095238095 %	0.367421922841 %	0.0 %
TEncCavlc::codeSliceHeader	1622	509	357	136	73	1	77	0	0	1409	436	356	8.44051446945 %	8.38471023428 %	8.54503464203 %	3.09485530547 %	4.74722564735 %	0.0 %
ContextModel::buildNextStateTable	1618	389	389	2	8	8	2	8	8	1614	373	373	0.751252086811 %	0.123609394314 %	2.05655526992 %	0.751252086811 %	0.123609394314 %	2.05655526992 %
std::num_get<char,	1598	482	400	55	5	0	21	0	0	1522	477	400	2.41935483871 %	3.44180225282 %	0.566893424036 %	0.846774193548 %	1.31414267835 %	0.0 %
TEncSampleAdaptiveOffset::createEncData	1564	444	591	12	8	35	12	0	32	1540	436	524	2.1161985379 %	0.76726342711 %	4.15458937198 %	1.69295883032 %	0.76726342711 %	3.09178743961 %
__cxa_atexit	1564	408	544	4	0	30	2	0	15	1558	408	499	1.35135135135 %	0.255754475703 %	3.1512605042 %	0.675675675676 %	0.127877237852 %	1.5756302521 %
std::basic_stringbuf<char,	1540	616	462	16	0	0	10	0	0	1514	616	462	0.61115355233 %	1.03896103896 %	0.0 %	0.381970970206 %	0.649350649351 %	0.0 %
SAOOffset::~SAOOffset	1527	1527	0	6	0	0	2	0	0	1519	1527	0	0 %	0 %	0 %	0 %	0 %	0 %
_dl_important_hwcaps	1520	216	162	21	0	3	21	0	3	1478	216	156	1.26448893572 %	1.38157894737 %	0.793650793651 %	1.26448893572 %	1.38157894737 %	0.793650793651 %
TComReferencePictureSet::getDeltaPOC	1512	1512	0	1	5	0	0	2	0	1511	1505	0	0 %	0 %	0 %	0 %	0 %	0 %
std::string::_M_replace_safe	1510	1340	1330	10	5	152	10	2	63	1490	1333	1115	3.995215311 %	0.662251655629 %	5.88014981273 %	1.79425837321 %	0.662251655629 %	2.43445692884 %
__x86.get_pc_thunk.cx	1480	1480	0	5	0	0	5	0	0	1470	1480	0	0 %	0 %	0 %	0 %	0 %	0 %
_IO_padn	1480	440	360	23	0	1	10	0	1	1447	440	358	1.05263157895 %	1.55405405405 %	0.125 %	0.482456140351 %	0.675675675676 %	0.125 %
putchar	1450	500	375	30	29	5	15	0	0	1405	471	370	2.75268817204 %	2.06896551724 %	3.88571428571 %	0.645161290323 %	1.03448275862 %	0.0 %
TEncCavlc::codeShortTermRefPicSet	1429	267	682	8	21	0	8	0	0	1413	246	682	1.21951219512 %	0.559832050385 %	2.21285563751 %	0.336417157275 %	0.559832050385 %	0.0 %
std::basic_string<char,	1425	525	600	1	1	0	1	0	0	1423	524	600	0.078431372549 %	0.0701754385965 %	0.0888888888889 %	0.0392156862745 %	0.0701754385965 %	0.0 %
__mpn_lshift	1394	563	298	22	0	2	9	0	0	1363	563	296	1.06430155211 %	1.57819225251 %	0.232288037166 %	0.39911308204 %	0.6456241033 %	0.0 %
_dl_sysinfo_int80	1379	689	0	13	0	0	3	0	0	1363	689	0	0 %	0 %	0 %	0 %	0 %	0 %
__GI_memcmp	1377	461	147	7	1	0	7	1	0	1363	459	147	0.403022670025 %	0.508351488744 %	0.164473684211 %	0.403022670025 %	0.508351488744 %	0.164473684211 %
TComSlice::TComSlice	1350	30	840	41	0	102	39	0	102	1270	30	636	6.44144144144 %	3.03703703704 %	11.724137931 %	6.35135135135 %	2.88888888889 %	11.724137931 %
initRasterToZscan	1310	263	260	1	0	32	1	0	32	1308	263	196	1.80032733224 %	0.0763358778626 %	6.11854684512 %	1.80032733224 %	0.0763358778626 %	6.11854684512 %
df::program_options_lite::OptionSpecific&	1284	362	394	13	14	6	12	0	6	1259	348	382	1.61764705882 %	1.01246105919 %	2.6455026455 %	0.882352941176 %	0.934579439252 %	0.793650793651 %
dl_main	1282	322	258	68	72	27	68	25	19	1146	225	212	8.96885069817 %	5.30421216849 %	17.0689655172 %	6.01503759398 %	5.30421216849 %	7.58620689655 %
_dl_new_object	1263	260	302	17	7	47	17	7	47	1229	246	208	3.8904109589 %	1.34600158353 %	9.60854092527 %	3.8904109589 %	1.34600158353 %	9.60854092527 %
TComSlice::setRefPicList	1258	258	354	81	35	37	42	0	9	1135	223	308	8.18181818182 %	6.43879173291 %	11.7647058824 %	2.72727272727 %	3.3386327504 %	1.47058823529 %
__mpn_extract_double	1252	390	351	23	0	2	10	0	0	1219	390	349	1.25439036628 %	1.83706070288 %	0.269905533063 %	0.501756146513 %	0.798722044728 %	0.0 %
0x001366ab	1234	1234	0	0	0	0	0	0	0	1234	1234	0	0 %	0 %	0 %	0 %	0 %	0 %
wctype_l	1230	217	382	3	4	0	3	0	0	1224	213	382	0.382722799344 %	0.243902439024 %	0.667779632721 %	0.164024056862 %	0.243902439024 %	0.0 %
std::locale::_Impl::_Impl	1226	179	638	84	61	57	84	1	52	1058	117	529	9.88742046011 %	6.8515497553 %	14.4430844553 %	6.7058247675 %	6.8515497553 %	6.48714810282 %
ProfileTierLevel::ProfileTierLevel	1218	63	357	4	0	30	2	0	28	1212	63	299	2.0757020757 %	0.328407224959 %	7.14285714286 %	1.8315018315 %	0.164203612479 %	6.66666666667 %
TEncSearch::init	1207	283	342	21	2	19	21	0	9	1165	281	314	2.29257641921 %	1.73985086993 %	3.36 %	1.63755458515 %	1.73985086993 %	1.44 %
TEncSbac::setSlice	1180	885	295	5	0	140	4	0	1	1171	885	154	6.14406779661 %	0.423728813559 %	11.8644067797 %	0.21186440678 %	0.338983050847 %	0.0847457627119 %
__libc_memalign	1155	308	292	3	2	5	3	0	1	1149	306	286	0.569800569801 %	0.25974025974 %	1.16666666667 %	0.22792022792 %	0.25974025974 %	0.166666666667 %
std::ctype<char>::_M_widen_init	1155	81	334	7	3	8	5	0	0	1143	78	326	1.14649681529 %	0.606060606061 %	2.65060240964 %	0.31847133758 %	0.4329004329 %	0.0 %
TEncTop::create	1145	485	423	11	37	16	11	0	0	1123	448	407	3.11738918656 %	0.960698689956 %	5.83700440529 %	0.535801266439 %	0.960698689956 %	0.0 %
df::program_options_lite::OptionSpecific&	1132	328	452	7	15	2	7	0	2	1118	313	448	1.25523012552 %	0.618374558304 %	2.17948717949 %	0.470711297071 %	0.618374558304 %	0.25641025641 %
std::string::swap	1120	640	240	7	2	0	6	0	0	1107	638	240	0.45 %	0.625 %	0.227272727273 %	0.3 %	0.535714285714 %	0.0 %
fflush	1113	378	273	32	9	0	12	3	0	1069	366	273	2.32426303855 %	2.87511230907 %	1.38248847926 %	0.850340136054 %	1.0781671159 %	0.460829493088 %
df::program_options_lite::Option<unsigned	1095	292	288	4	28	1	4	0	0	1087	264	287	1.97014925373 %	0.365296803653 %	5.0 %	0.238805970149 %	0.365296803653 %	0.0 %
EnvVar::EnvVar	1085	310	404	20	8	0	20	0	0	1045	302	404	1.55642023346 %	1.84331797235 %	1.12044817927 %	1.11172873819 %	1.84331797235 %	0.0 %
TComPic::compressMotion	1070	455	300	7	36	2	5	0	0	1058	419	298	2.46575342466 %	0.654205607477 %	5.03311258278 %	0.27397260274 %	0.467289719626 %	0.0 %
open_verify	1061	268	195	12	9	0	12	7	0	1037	252	195	1.37795275591 %	1.13100848256 %	1.94384449244 %	1.2467191601 %	1.13100848256 %	1.51187904968 %
TComDataCU::~TComDataCU	1036	296	296	1	0	0	1	0	0	1034	296	296	0.0614250614251 %	0.0965250965251 %	0.0 %	0.0614250614251 %	0.0965250965251 %	0.0 %
mmap	1035	523	208	11	0	5	6	0	3	1018	523	200	0.906002265006 %	1.06280193237 %	0.683994528044 %	0.509626274066 %	0.579710144928 %	0.410396716826 %
TComScalingList::init	1023	174	234	2	2	9	2	0	6	1019	172	219	0.908455625437 %	0.19550342131 %	2.69607843137 %	0.559049615653 %	0.19550342131 %	1.47058823529 %
__read_nocancel	970	582	194	0	0	0	0	0	0	970	582	194	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %
std::istreambuf_iterator<char,	960	360	180	3	0	0	1	0	0	956	360	180	0.2 %	0.3125 %	0.0 %	0.0666666666667 %	0.104166666667 %	0.0 %
confirmPara	960	288	192	1	0	0	1	0	0	958	288	192	0.0694444444444 %	0.104166666667 %	0.0 %	0.0694444444444 %	0.104166666667 %	0.0 %
TEncCu::create	953	339	463	20	24	26	20	0	2	913	315	435	3.9886039886 %	2.09863588667 %	6.23441396509 %	1.25356125356 %	2.09863588667 %	0.249376558603 %
__write_nocancel	940	564	188	0	0	0	0	0	0	940	564	188	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %
TEncTop::selectReferencePictureSet	922	365	87	25	61	7	15	43	6	882	261	74	6.76855895197 %	2.7114967462 %	15.0442477876 %	4.65793304221 %	1.62689804772 %	10.8407079646 %
__writev_nocancel	920	552	184	2	0	0	2	0	0	916	552	184	0.12077294686 %	0.217391304348 %	0.0 %	0.12077294686 %	0.217391304348 %	0.0 %
std::string::push_back	918	351	243	10	0	0	3	0	0	905	351	243	0.661375661376 %	1.08932461874 %	0.0 %	0.198412698413 %	0.326797385621 %	0.0 %
TComReferencePictureSet::setUsed	915	732	183	1	0	1	1	0	0	913	732	182	0.109289617486 %	0.109289617486 %	0.109289617486 %	0.0546448087432 %	0.109289617486 %	0.0 %
TComReferencePictureSet::setDeltaPOC	915	732	183	0	0	2	0	0	0	915	732	181	0.109289617486 %	0.0 %	0.218579234973 %	0.0 %	0.0 %	0.0 %
std::ostream::operator<<	901	347	347	38	3	0	3	0	0	860	344	347	2.57053291536 %	4.21753607103 %	0.432276657061 %	0.188087774295 %	0.332963374029 %	0.0 %
_dl_mcount_wrapper_check	896	384	128	2	0	0	2	0	0	892	384	128	0.142045454545 %	0.223214285714 %	0.0 %	0.142045454545 %	0.223214285714 %	0.0 %
std::basic_stringbuf<char,	888	444	0	2	1	0	2	0	0	884	443	0	0 %	0 %	0 %	0 %	0 %	0 %
TComReferencePictureSet::getUsed	884	884	0	6	7	0	3	4	0	875	873	0	0 %	0 %	0 %	0 %	0 %	0 %
std::ios_base::Init::~Init	882	216	166	6	11	0	6	9	0	870	196	166	1.34493670886 %	0.680272108844 %	2.87958115183 %	1.18670886076 %	0.680272108844 %	2.35602094241 %
strsep	848	270	7	2	0	0	2	0	0	844	270	7	0.177777777778 %	0.235849056604 %	0.0 %	0.177777777778 %	0.235849056604 %	0.0 %
TComSlice::sortPicList	847	301	176	12	64	19	10	4	1	825	233	156	7.1752265861 %	1.41676505313 %	17.4004192872 %	1.1329305136 %	1.18063754427 %	1.04821802935 %
bcmp	833	302	76	11	21	0	9	13	0	813	268	76	2.64244426094 %	1.32052821128 %	5.55555555556 %	1.8166804294 %	1.08043217287 %	3.43915343915 %
__mpn_cmp	810	360	90	12	0	0	6	0	0	792	360	90	0.952380952381 %	1.48148148148 %	0.0 %	0.47619047619 %	0.740740740741 %	0.0 %
df::program_options_lite::Option<SMultiValueInput<int>	810	206	208	4	29	0	4	0	0	802	177	208	2.69607843137 %	0.493827160494 %	7.00483091787 %	0.326797385621 %	0.493827160494 %	0.0 %
memcpy	806	295	155	6	2	18	6	0	17	794	293	120	2.07006369427 %	0.744416873449 %	4.44444444444 %	1.83121019108 %	0.744416873449 %	3.77777777778 %
TEncTop::destroy	801	357	175	6	30	2	6	6	0	789	321	173	2.85071267817 %	0.749063670412 %	6.01503759398 %	0.900225056264 %	0.749063670412 %	1.12781954887 %
memset	795	136	367	7	4	41	5	0	41	783	132	285	4.0061633282 %	0.880503144654 %	8.94632206759 %	3.54391371341 %	0.62893081761 %	8.15109343936 %
