BQMall__QP_32_nF_5_MSizeL1_32768_AssL1_4_MSizeLL_8388608_AssLL_2_Word_32	Instruction Read	Data Read	Data Write	 L1 Instruction Misses (Read)	L1 Data Misses (Read)	L1 Data Misses (Write)	LL Instruction Misses (Read)	LL Data Misses (Read)	LL Data Misses (Write)	Intruction Hits (Read)	Data Hits (Read)	Data Hits(Write)	L1 Miss Rate	L1 Instruction Miss Rate	L1 Data Miss Rate	LL Miss Rate	LL Instruction Miss Rate	LL Data Miss Rate
df::program_options_lite::scanFile	5486	1761	1476	14	11	0	5	0	0	5467	1750	1476	0.286598647254 %	0.255195041925 %	0.339820821749 %	0.0573197294509 %	0.0911410864017 %	0.0 %
brk	5453	1703	1365	14	9	10	8	0	0	5431	1694	1355	0.38727848844 %	0.256739409499 %	0.619295958279 %	0.0938856941674 %	0.146708234 %	0.0 %
df::program_options_lite::Option<bool>::~Option	5391	1426	1416	4	132	0	4	0	0	5383	1294	1416	1.65188874043 %	0.074197736969 %	4.64461646728 %	0.048584962954 %	0.074197736969 %	0.0 %
df::program_options_lite::OptionSpecific&	5375	1625	2375	3	0	0	3	0	0	5369	1625	2375	0.032 %	0.0558139534884 %	0.0 %	0.032 %	0.0558139534884 %	0.0 %
0x000ca570	5200	2288	1456	158	11	0	2	0	0	5040	2277	1456	1.88953488372 %	3.03846153846 %	0.293803418803 %	0.0223613595707 %	0.0384615384615 %	0.0 %
_itoa_word	5072	1249	713	24	9	0	11	6	0	5037	1234	713	0.469149843617 %	0.473186119874 %	0.45871559633 %	0.241683252772 %	0.216876971609 %	0.305810397554 %
__GI_strlen	5021	844	0	29	32	0	15	23	0	4977	789	0	0 %	0 %	0 %	0 %	0 %	0 %
__strcmp_ssse3	5016	3135	0	38	26	0	11	5	0	4967	3104	0	0 %	0 %	0 %	0 %	0 %	0 %
TEncSbac::resetEntropy	5008	312	3340	227	35	3	67	5	0	4714	272	3337	3.06004618938 %	4.53274760383 %	1.04052573932 %	0.831408775982 %	1.33785942492 %	0.13691128149 %
std::__basic_file<char>::xsputn_2	4972	1750	1842	12	63	101	11	4	1	4949	1683	1740	2.05511443251 %	0.241351568785 %	4.56570155902 %	0.186828584773 %	0.221238938053 %	0.139198218263 %
TEncSbac::setBitstream	4840	2640	1760	148	596	0	2	1	0	4690	2043	1760	8.05194805195 %	3.05785123967 %	13.5454545455 %	0.0324675324675 %	0.0413223140496 %	0.0227272727273 %
_dl_map_object_from_fd	4776	1278	794	49	46	51	49	46	51	4678	1186	692	2.13200934579 %	1.02596314908 %	4.68146718147 %	2.13200934579 %	1.02596314908 %	4.68146718147 %
TComTrQuant::initScalingList	4516	1070	1335	4	1	55	4	1	55	4508	1068	1225	0.86692674469 %	0.088573959256 %	2.32848232848 %	0.86692674469 %	0.088573959256 %	2.32848232848 %
finite	4440	1480	0	10	0	0	10	0	0	4420	1480	0	0 %	0 %	0 %	0 %	0 %	0 %
_IO_do_write@@GLIBC_2.1	4421	1543	1172	40	9	7	15	1	2	4366	1533	1163	0.784753363229 %	0.904772675865 %	0.589318600368 %	0.252242152466 %	0.339289753449 %	0.110497237569 %
df::program_options_lite::storePair	4408	1444	988	74	202	0	4	0	0	4330	1242	988	4.0350877193 %	1.67876588022 %	8.30592105263 %	0.0584795321637 %	0.0907441016334 %	0.0 %
TComYuv::create	4389	1026	1083	3	0	20	3	0	0	4383	1026	1063	0.353955063096 %	0.0683526999316 %	0.94831673779 %	0.0461680517082 %	0.0683526999316 %	0.0 %
std::ios_base::~ios_base	4264	1372	1676	43	37	0	11	6	0	4210	1329	1676	1.09409190372 %	1.00844277674 %	1.21391076115 %	0.23249452954 %	0.257973733583 %	0.196850393701 %
TComPicSym::destroy	4215	1390	1105	6	48	0	6	25	0	4203	1317	1105	0.80476900149 %	0.142348754448 %	1.92384769539 %	0.461997019374 %	0.142348754448 %	1.00200400802 %
TComDataCU::compressMV	4200	1120	1680	10	208	0	4	0	0	4186	912	1680	3.11428571429 %	0.238095238095 %	7.42857142857 %	0.0571428571429 %	0.0952380952381 %	0.0 %
match_symbol	4112	1675	380	5	84	0	5	83	0	4102	1508	380	1.44316523431 %	0.121595330739 %	4.08759124088 %	1.4269498946 %	0.121595330739 %	4.03892944039 %
df::program_options_lite::Option<int>::parse	4108	1217	2054	142	4	0	13	0	0	3953	1213	2054	1.97858788454 %	3.45666991237 %	0.122286762458 %	0.176175633555 %	0.316455696203 %	0.0 %
TComPicSym::xCalculateNextCtuRSAddr	4100	2060	840	10	0	0	4	0	0	4086	2060	840	0.142857142857 %	0.243902439024 %	0.0 %	0.0571428571429 %	0.0975609756098 %	0.0 %
0x00019b2c	3968	3968	0	0	0	0	0	0	0	3968	3968	0	0 %	0 %	0 %	0 %	0 %	0 %
df::program_options_lite::Option<bool>::parse	3956	1172	1978	81	0	0	12	0	0	3863	1172	1978	1.13988179004 %	2.04752275025 %	0.0 %	0.168871376302 %	0.303336703741 %	0.0 %
_IO_file_write@@GLIBC_2.1	3666	1128	752	24	0	8	8	0	2	3634	1128	742	0.576992426974 %	0.654664484452 %	0.425531914894 %	0.180310133429 %	0.218221494817 %	0.106382978723 %
__new_exitfn	3624	752	759	8	8	5	5	1	2	3611	743	752	0.408958130477 %	0.220750551876 %	0.860357379219 %	0.155793573515 %	0.137969094923 %	0.198544010589 %
std::num_get<char,	3556	1538	1346	5	1	0	4	0	0	3547	1537	1346	0.0931677018634 %	0.140607424072 %	0.0346740638003 %	0.0621118012422 %	0.112485939258 %	0.0 %
TComReferencePictureSet::TComReferencePictureSet	3480	150	1980	17	0	165	13	0	160	3450	150	1655	3.24420677362 %	0.488505747126 %	7.74647887324 %	3.08377896613 %	0.373563218391 %	7.5117370892 %
0x000ca760	3436	1427	287	6	0	0	1	0	0	3429	1427	287	0.116504854369 %	0.174621653085 %	0.0 %	0.0194174757282 %	0.0291036088475 %	0.0 %
____strtod_l_internal	3399	840	685	162	17	13	63	6	6	3174	817	666	3.89926888708 %	4.76610767873 %	1.96721311475 %	1.52315190902 %	1.85348631951 %	0.786885245902 %
TEncEntropy::setEntropyCoder	3355	1830	1220	239	590	295	4	9	1	3112	1231	924	17.5487900078 %	7.12369597615 %	29.0163934426 %	0.218579234973 %	0.119225037258 %	0.327868852459 %
SyntaxElementWriter::xWriteUvlc	3313	1079	1079	18	0	0	6	0	0	3289	1079	1079	0.32900749406 %	0.543314216722 %	0.0 %	0.109669164687 %	0.181104738907 %	0.0 %
__gnu_cxx::stdio_sync_filebuf<char,	3252	1220	1017	6	3	0	3	0	0	3243	1217	1017	0.163964292221 %	0.184501845018 %	0.134108180599 %	0.0546547640736 %	0.0922509225092 %	0.0 %
TComTrQuant::destroyScalingList	3205	874	870	2	55	0	2	55	0	3201	764	870	1.15174782784 %	0.0624024960998 %	3.15366972477 %	1.15174782784 %	0.0624024960998 %	3.15366972477 %
std::ctype<wchar_t>::_M_initialize_ctype	3189	414	1231	8	4	38	8	0	38	3173	410	1155	1.03434009102 %	0.250862339291 %	2.55319148936 %	0.95159288374 %	0.250862339291 %	2.31003039514 %
TEncSbac::codeSAOSign	3140	1884	942	6	0	0	3	0	0	3131	1884	942	0.100569896078 %	0.191082802548 %	0.0 %	0.0502849480389 %	0.0955414012739 %	0.0 %
TComReferencePictureSet::sortDeltaPOC	3052	283	1733	8	0	0	8	0	0	3036	283	1733	0.157853196527 %	0.262123197903 %	0.0 %	0.157853196527 %	0.262123197903 %	0.0 %
0x000f34a0	3047	745	400	4	6	0	2	0	0	3041	739	400	0.238549618321 %	0.131276665573 %	0.524017467249 %	0.0477099236641 %	0.0656383327863 %	0.0 %
_dl_map_object_deps	3043	704	422	34	2	2	34	0	2	2975	702	418	0.911489565843 %	1.11731843575 %	0.355239786856 %	0.863516430799 %	1.11731843575 %	0.177619893428 %
std::string::find	3016	415	411	5	2	0	5	1	0	3006	412	411	0.182196772514 %	0.165782493369 %	0.242130750605 %	0.156168662155 %	0.165782493369 %	0.121065375303 %
std::ios_base::_M_dispose_callbacks	2888	1216	912	173	0	0	6	0	0	2709	1216	912	3.44896331738 %	5.99030470914 %	0.0 %	0.11961722488 %	0.207756232687 %	0.0 %
df::program_options_lite::Option<GOPEntry>::~Option	2880	832	768	4	60	0	4	0	0	2872	772	768	1.42857142857 %	0.138888888889 %	3.75 %	0.0892857142857 %	0.138888888889 %	0.0 %
TComPicYuv::destroy	2824	612	818	19	48	23	7	10	11	2798	554	784	2.11565585331 %	0.672804532578 %	4.96503496503 %	0.658204043253 %	0.247875354108 %	1.46853146853 %
std::__basic_file<char>::xsgetn	2821	974	1071	36	90	38	10	0	1	2775	884	1032	3.37032470201 %	1.27614321163 %	6.25916870416 %	0.226058364159 %	0.354484225452 %	0.0488997555012 %
intel_check_word	2789	312	108	6	16	1	6	15	0	2777	281	107	0.716734185104 %	0.21513087128 %	4.04761904762 %	0.654409473356 %	0.21513087128 %	3.57142857143 %
df::program_options_lite::setDefaults	2772	1730	692	1	880	0	1	10	0	2770	840	692	16.9618790913 %	0.036075036075 %	36.3336085879 %	0.211782826338 %	0.036075036075 %	0.412881915772 %
TEncEntropy::encodeTerminatingBit	2750	1650	825	141	103	0	3	1	0	2606	1546	825	4.66985645933 %	5.12727272727 %	4.16161616162 %	0.0765550239234 %	0.109090909091 %	0.040404040404 %
TEncSbac::codeTerminatingBit	2750	1650	825	140	157	0	2	3	0	2608	1490	825	5.68421052632 %	5.09090909091 %	6.34343434343 %	0.0956937799043 %	0.0727272727273 %	0.121212121212 %
std::ios_base::_M_call_callbacks	2736	1216	760	8	14	0	6	2	0	2722	1200	760	0.466893039049 %	0.292397660819 %	0.708502024291 %	0.169779286927 %	0.219298245614 %	0.101214574899 %
__mpn_rshift	2712	908	528	16	0	5	7	0	0	2689	908	523	0.506268081003 %	0.589970501475 %	0.348189415042 %	0.168756027001 %	0.258112094395 %	0.0 %
TEncSbac::determineCabacInitIdx	2700	594	1550	127	0	0	62	0	0	2511	594	1550	2.62180016515 %	4.7037037037 %	0.0 %	1.27993393889 %	2.2962962963 %	0.0 %
TEncBinCABAC::encodeBinTrm	2573	845	605	5	0	0	2	0	0	2566	845	605	0.124285359185 %	0.194325689856 %	0.0 %	0.0497141436739 %	0.0777302759425 %	0.0 %
__GI_memcpy	2525	785	350	28	10	8	8	3	1	2489	772	341	1.25683060109 %	1.10891089109 %	1.5859030837 %	0.327868852459 %	0.316831683168 %	0.352422907489 %
TComPicYuv::copyToPic	2520	840	340	41	338	0	8	20	0	2471	482	340	10.2432432432 %	1.62698412698 %	28.6440677966 %	0.756756756757 %	0.31746031746 %	1.69491525424 %
df::program_options_lite::OptionSpecific&	2508	627	1140	3	0	0	3	0	0	2502	627	1140	0.0701754385965 %	0.11961722488 %	0.0 %	0.0701754385965 %	0.11961722488 %	0.0 %
TComSlice::resetWpScaling	2460	10	1920	6	0	537	5	0	537	2449	10	846	12.3690205011 %	0.243902439024 %	27.8238341969 %	12.3462414579 %	0.20325203252 %	27.8238341969 %
TComYuv::destroy	2451	627	741	4	38	0	2	20	0	2445	569	741	1.09976433621 %	0.16319869441 %	2.77777777778 %	0.576067033255 %	0.0815993472052 %	1.46198830409 %
wctob	2432	768	640	1	0	0	1	0	0	2430	768	640	0.0260416666667 %	0.0411184210526 %	0.0 %	0.0260416666667 %	0.0411184210526 %	0.0 %
_dl_runtime_resolve	2431	1326	1105	14	0	2	3	0	1	2414	1326	1102	0.329082682024 %	0.575894693542 %	0.082270670506 %	0.082270670506 %	0.123406005759 %	0.041135335253 %
std::basic_ios<char,	2340	936	468	10	5	0	2	0	0	2328	931	468	0.400641025641 %	0.42735042735 %	0.356125356125 %	0.0534188034188 %	0.0854700854701 %	0.0 %
initRasterToPelXY	2336	296	339	4	1	34	4	0	34	2328	295	271	1.31268933019 %	0.171232876712 %	5.51181102362 %	1.27903062942 %	0.171232876712 %	5.35433070866 %
std::num_put<char,	2281	968	830	9	2	0	4	0	0	2268	966	830	0.269673939691 %	0.394563787812 %	0.111234705228 %	0.0980632507968 %	0.175361683472 %	0.0 %
std::__basic_file<char>::fd	2272	947	758	11	137	67	6	3	2	2255	807	689	5.40608498868 %	0.484154929577 %	11.9648093842 %	0.27659039477 %	0.264084507042 %	0.293255131965 %
TComSlice::applyReferencePictureSet	2271	1012	415	52	20	0	52	4	0	2167	988	415	1.9469983775 %	2.28974020255 %	1.40154169587 %	1.51433207139 %	2.28974020255 %	0.280308339173 %
_dl_map_object	2262	501	385	23	0	3	23	0	3	2216	501	379	0.825921219822 %	1.01679929266 %	0.338600451467 %	0.825921219822 %	1.01679929266 %	0.338600451467 %
TComDataCU::~TComDataCU	2220	740	1036	1	0	0	1	0	0	2218	740	1036	0.025025025025 %	0.045045045045 %	0.0 %	0.025025025025 %	0.045045045045 %	0.0 %
__default_morecore	2192	548	548	6	0	9	3	0	0	2183	548	539	0.456204379562 %	0.273722627737 %	0.821167883212 %	0.0912408759124 %	0.136861313869 %	0.0 %
destroyROM	2183	446	441	3	27	0	3	14	0	2177	405	441	0.977198697068 %	0.137425561154 %	3.04396843292 %	0.553745928339 %	0.137425561154 %	1.57835400225 %
TComPic::getSubstreamForCtuAddr	2175	1160	435	19	0	0	4	0	0	2152	1160	435	0.503978779841 %	0.873563218391 %	0.0 %	0.106100795756 %	0.183908045977 %	0.0 %
TEncSampleAdaptiveOffset::SAOProcess	2145	245	790	49	52	15	28	5	2	2068	188	773	3.64779874214 %	2.28438228438 %	6.47342995169 %	1.10062893082 %	1.30536130536 %	0.676328502415 %
std::istreambuf_iterator<char,	2092	619	509	75	4	3	24	0	0	1993	615	506	2.54658385093 %	3.58508604207 %	0.620567375887 %	0.745341614907 %	1.14722753346 %	0.0 %
fwrite	2041	727	449	24	13	0	8	2	0	2009	712	449	1.15013988188 %	1.17589416952 %	1.10544217687 %	0.310848616724 %	0.391964723175 %	0.170068027211 %
getenv	2034	672	78	4	29	0	4	1	0	2026	642	78	1.18534482759 %	0.196656833825 %	3.86666666667 %	0.179597701149 %	0.196656833825 %	0.133333333333 %
TEncBinCABACCounter::encodeBinTrm	2025	810	675	163	68	0	9	1	0	1853	741	675	6.5811965812 %	8.04938271605 %	4.57912457912 %	0.2849002849 %	0.444444444444 %	0.0673400673401 %
read_int	1975	755	325	25	1	0	12	1	0	1938	753	325	0.851063829787 %	1.26582278481 %	0.0925925925926 %	0.425531914894 %	0.607594936709 %	0.0925925925926 %
TComSlice::checkThatAllRefPicsAreAvailable	1974	983	405	50	85	0	50	9	0	1874	889	405	4.01546698394 %	2.53292806484 %	6.12391930836 %	1.75490779298 %	2.53292806484 %	0.648414985591 %
index	1906	220	72	7	10	0	7	10	0	1892	200	72	0.773430391265 %	0.367261280168 %	3.42465753425 %	0.773430391265 %	0.367261280168 %	3.42465753425 %
SyntaxElementWriter::xWriteFlag	1892	1032	688	6	0	0	2	0	0	1884	1032	688	0.166112956811 %	0.317124735729 %	0.0 %	0.0553709856035 %	0.105708245243 %	0.0 %
TEncSlice::initEncSlice	1886	765	443	181	113	38	107	29	20	1598	623	385	10.7304460246 %	9.59703075292 %	12.5 %	5.04201680672 %	5.67338282078 %	4.05629139073 %
TComPicSym::initCtuTsRsAddrMaps	1800	465	730	15	0	40	6	0	32	1779	465	658	1.83639398998 %	0.833333333333 %	3.34728033473 %	1.26878130217 %	0.333333333333 %	2.67782426778 %
std::istream&	1794	650	676	73	0	0	5	0	0	1716	650	676	2.33974358974 %	4.06911928651 %	0.0 %	0.160256410256 %	0.278706800446 %	0.0 %
TEncBinCABAC::init	1760	1320	440	154	0	0	2	0	0	1604	1320	440	4.375 %	8.75 %	0.0 %	0.0568181818182 %	0.113636363636 %	0.0 %
writeAnnexB	1758	479	541	51	51	6	49	3	0	1658	425	535	3.88768898488 %	2.90102389078 %	5.58823529412 %	1.87185025198 %	2.78725824801 %	0.294117647059 %
SyntaxElementWriter::xWriteCode	1746	776	582	7	1	1	2	1	0	1737	774	581	0.289948453608 %	0.400916380298 %	0.147275405007 %	0.0966494845361 %	0.114547537228 %	0.0736377025037 %
std::ios_base::Init::Init	1712	426	619	38	14	22	36	0	20	1638	412	577	2.68407689518 %	2.21962616822 %	3.44497607656 %	2.03119332608 %	2.10280373832 %	1.91387559809 %
fileno	1701	756	189	5	155	0	3	9	0	1693	592	189	6.04686318972 %	0.293944738389 %	16.4021164021 %	0.453514739229 %	0.176366843034 %	0.952380952381 %
strlen	1693	244	2	6	6	0	6	5	0	1681	233	2	0.618875709128 %	0.354400472534 %	2.43902439024 %	0.567302733368 %	0.354400472534 %	2.0325203252 %
df::program_options_lite::Option<unsigned	1676	497	838	49	2	0	11	0	0	1616	495	838	1.69378943872 %	2.92362768496 %	0.149812734082 %	0.365327133843 %	0.656324582339 %	0.0 %
std::num_get<char,	1664	650	676	11	0	4	6	0	0	1647	650	672	0.501672240803 %	0.661057692308 %	0.301659125189 %	0.200668896321 %	0.360576923077 %	0.0 %
__run_exit_handlers	1652	336	274	4	38	1	4	38	0	1644	260	273	1.90097259063 %	0.242130750605 %	6.39344262295 %	1.85676392573 %	0.242130750605 %	6.22950819672 %
_dl_load_cache_lookup	1637	457	241	17	35	0	17	35	0	1603	387	241	2.22698072805 %	1.0384850336 %	5.01432664756 %	2.22698072805 %	1.0384850336 %	5.01432664756 %
TEncSampleAdaptiveOffset::destroyEncData	1633	596	291	8	15	0	6	3	0	1619	578	291	0.912698412698 %	0.489895897122 %	1.69109357384 %	0.357142857143 %	0.367421922841 %	0.338218714769 %
TEncCavlc::codeSliceHeader	1622	509	357	136	64	1	77	8	0	1409	437	356	8.07877813505 %	8.38471023428 %	7.50577367206 %	3.41639871383 %	4.74722564735 %	0.923787528868 %
ContextModel::buildNextStateTable	1618	389	389	2	8	8	2	8	8	1614	373	373	0.751252086811 %	0.123609394314 %	2.05655526992 %	0.751252086811 %	0.123609394314 %	2.05655526992 %
std::num_get<char,	1598	482	400	55	1	0	21	0	0	1522	481	400	2.25806451613 %	3.44180225282 %	0.113378684807 %	0.846774193548 %	1.31414267835 %	0.0 %
TEncSampleAdaptiveOffset::createEncData	1564	444	591	12	1	34	12	0	32	1540	443	525	1.80838784148 %	0.76726342711 %	3.38164251208 %	1.69295883032 %	0.76726342711 %	3.09178743961 %
__cxa_atexit	1564	408	544	4	0	19	2	0	15	1558	408	510	0.914149443561 %	0.255754475703 %	1.99579831933 %	0.675675675676 %	0.127877237852 %	1.5756302521 %
std::basic_stringbuf<char,	1540	616	462	16	0	0	12	0	0	1512	616	462	0.61115355233 %	1.03896103896 %	0.0 %	0.458365164248 %	0.779220779221 %	0.0 %
SAOOffset::~SAOOffset	1527	1527	0	6	0	0	2	0	0	1519	1527	0	0 %	0 %	0 %	0 %	0 %	0 %
_dl_important_hwcaps	1520	216	162	21	0	3	21	0	3	1478	216	156	1.26448893572 %	1.38157894737 %	0.793650793651 %	1.26448893572 %	1.38157894737 %	0.793650793651 %
TComReferencePictureSet::getDeltaPOC	1512	1512	0	1	4	0	0	2	0	1511	1506	0	0 %	0 %	0 %	0 %	0 %	0 %
std::string::_M_replace_safe	1510	1340	1330	10	2	125	10	2	63	1490	1336	1142	3.27751196172 %	0.662251655629 %	4.75655430712 %	1.79425837321 %	0.662251655629 %	2.43445692884 %
__x86.get_pc_thunk.cx	1480	1480	0	5	0	0	5	0	0	1470	1480	0	0 %	0 %	0 %	0 %	0 %	0 %
_IO_padn	1480	440	360	23	0	1	10	0	1	1447	440	358	1.05263157895 %	1.55405405405 %	0.125 %	0.482456140351 %	0.675675675676 %	0.125 %
putchar	1450	500	375	30	27	5	15	0	1	1405	473	369	2.66666666667 %	2.06896551724 %	3.65714285714 %	0.688172043011 %	1.03448275862 %	0.114285714286 %
TEncCavlc::codeShortTermRefPicSet	1429	267	682	8	21	0	8	0	0	1413	246	682	1.21951219512 %	0.559832050385 %	2.21285563751 %	0.336417157275 %	0.559832050385 %	0.0 %
std::basic_string<char,	1425	525	600	1	0	0	1	0	0	1423	525	600	0.0392156862745 %	0.0701754385965 %	0.0 %	0.0392156862745 %	0.0701754385965 %	0.0 %
__mpn_lshift	1394	563	298	22	0	1	9	0	0	1363	563	297	1.0199556541 %	1.57819225251 %	0.116144018583 %	0.39911308204 %	0.6456241033 %	0.0 %
_dl_sysinfo_int80	1379	689	0	13	0	0	3	0	0	1363	689	0	0 %	0 %	0 %	0 %	0 %	0 %
__GI_memcmp	1377	461	147	7	1	0	7	1	0	1363	459	147	0.403022670025 %	0.508351488744 %	0.164473684211 %	0.403022670025 %	0.508351488744 %	0.164473684211 %
TComSlice::TComSlice	1350	30	840	41	0	102	39	0	102	1270	30	636	6.44144144144 %	3.03703703704 %	11.724137931 %	6.35135135135 %	2.88888888889 %	11.724137931 %
initRasterToZscan	1310	263	260	1	0	32	1	0	32	1308	263	196	1.80032733224 %	0.0763358778626 %	6.11854684512 %	1.80032733224 %	0.0763358778626 %	6.11854684512 %
df::program_options_lite::OptionSpecific&	1284	362	394	13	11	6	12	0	6	1259	351	382	1.47058823529 %	1.01246105919 %	2.24867724868 %	0.882352941176 %	0.934579439252 %	0.793650793651 %
dl_main	1282	322	258	68	43	20	68	25	19	1146	254	219	7.03544575725 %	5.30421216849 %	10.8620689655 %	6.01503759398 %	5.30421216849 %	7.58620689655 %
_dl_new_object	1263	260	302	17	7	47	17	7	47	1229	246	208	3.8904109589 %	1.34600158353 %	9.60854092527 %	3.8904109589 %	1.34600158353 %	9.60854092527 %
TComSlice::setRefPicList	1258	258	354	81	35	37	81	0	9	1096	223	308	8.18181818182 %	6.43879173291 %	11.7647058824 %	4.8128342246 %	6.43879173291 %	1.47058823529 %
__mpn_extract_double	1252	390	351	23	0	1	10	0	0	1219	390	350	1.20421475163 %	1.83706070288 %	0.134952766532 %	0.501756146513 %	0.798722044728 %	0.0 %
0x001366ab	1234	1234	0	0	0	0	0	0	0	1234	1234	0	0 %	0 %	0 %	0 %	0 %	0 %
wctype_l	1230	217	382	3	4	0	3	0	0	1224	213	382	0.382722799344 %	0.243902439024 %	0.667779632721 %	0.164024056862 %	0.243902439024 %	0.0 %
std::locale::_Impl::_Impl	1226	179	638	84	38	52	84	1	52	1058	140	534	8.51688693098 %	6.8515497553 %	11.0159118727 %	6.7058247675 %	6.8515497553 %	6.48714810282 %
ProfileTierLevel::ProfileTierLevel	1218	63	357	4	0	30	2	0	28	1212	63	299	2.0757020757 %	0.328407224959 %	7.14285714286 %	1.8315018315 %	0.164203612479 %	6.66666666667 %
TEncSearch::init	1207	283	342	21	0	18	21	0	9	1165	283	315	2.1288209607 %	1.73985086993 %	2.88 %	1.63755458515 %	1.73985086993 %	1.44 %
TEncSbac::setSlice	1180	885	295	5	0	140	4	0	1	1171	885	154	6.14406779661 %	0.423728813559 %	11.8644067797 %	0.21186440678 %	0.338983050847 %	0.0847457627119 %
__libc_memalign	1155	308	292	3	2	4	3	0	1	1149	306	287	0.512820512821 %	0.25974025974 %	1.0 %	0.22792022792 %	0.25974025974 %	0.166666666667 %
std::ctype<char>::_M_widen_init	1155	81	334	7	2	8	5	0	0	1143	79	326	1.08280254777 %	0.606060606061 %	2.40963855422 %	0.31847133758 %	0.4329004329 %	0.0 %
TEncTop::create	1145	485	423	11	18	5	11	0	0	1123	467	418	1.65611300536 %	0.960698689956 %	2.53303964758 %	0.535801266439 %	0.960698689956 %	0.0 %
df::program_options_lite::OptionSpecific&	1132	328	452	7	11	2	7	0	2	1118	317	448	1.0460251046 %	0.618374558304 %	1.66666666667 %	0.470711297071 %	0.618374558304 %	0.25641025641 %
std::string::swap	1120	640	240	7	1	0	7	0	0	1106	639	240	0.4 %	0.625 %	0.113636363636 %	0.35 %	0.625 %	0.0 %
fflush	1113	378	273	32	7	0	12	3	0	1069	368	273	2.21088435374 %	2.87511230907 %	1.0752688172 %	0.850340136054 %	1.0781671159 %	0.460829493088 %
df::program_options_lite::Option<unsigned	1095	292	288	4	28	0	4	0	0	1087	264	288	1.91044776119 %	0.365296803653 %	4.8275862069 %	0.238805970149 %	0.365296803653 %	0.0 %
EnvVar::EnvVar	1085	310	404	20	4	0	20	0	0	1045	306	404	1.33407448583 %	1.84331797235 %	0.560224089636 %	1.11172873819 %	1.84331797235 %	0.0 %
TComPic::compressMotion	1070	455	300	7	19	0	5	0	0	1058	436	300	1.42465753425 %	0.654205607477 %	2.51655629139 %	0.27397260274 %	0.467289719626 %	0.0 %
open_verify	1061	268	195	12	7	0	12	7	0	1037	254	195	1.2467191601 %	1.13100848256 %	1.51187904968 %	1.2467191601 %	1.13100848256 %	1.51187904968 %
TComDataCU::~TComDataCU	1036	296	296	1	0	0	1	0	0	1034	296	296	0.0614250614251 %	0.0965250965251 %	0.0 %	0.0614250614251 %	0.0965250965251 %	0.0 %
mmap	1035	523	208	11	0	5	6	0	3	1018	523	200	0.906002265006 %	1.06280193237 %	0.683994528044 %	0.509626274066 %	0.579710144928 %	0.410396716826 %
TComScalingList::init	1023	174	234	2	0	9	2	0	6	1019	174	219	0.768693221523 %	0.19550342131 %	2.20588235294 %	0.559049615653 %	0.19550342131 %	1.47058823529 %
__read_nocancel	970	582	194	0	0	0	0	0	0	970	582	194	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %
std::istreambuf_iterator<char,	960	360	180	3	0	0	1	0	0	956	360	180	0.2 %	0.3125 %	0.0 %	0.0666666666667 %	0.104166666667 %	0.0 %
confirmPara	960	288	192	1	0	0	1	0	0	958	288	192	0.0694444444444 %	0.104166666667 %	0.0 %	0.0694444444444 %	0.104166666667 %	0.0 %
TEncCu::create	953	339	463	20	7	13	20	0	2	913	332	448	2.2792022792 %	2.09863588667 %	2.49376558603 %	1.25356125356 %	2.09863588667 %	0.249376558603 %
__write_nocancel	940	564	188	0	0	0	0	0	0	940	564	188	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %
TEncTop::selectReferencePictureSet	922	365	87	25	61	7	15	14	6	882	290	74	6.76855895197 %	2.7114967462 %	15.0442477876 %	2.54730713246 %	1.62689804772 %	4.42477876106 %
__writev_nocancel	920	552	184	2	0	0	2	0	0	916	552	184	0.12077294686 %	0.217391304348 %	0.0 %	0.12077294686 %	0.217391304348 %	0.0 %
std::string::push_back	918	351	243	10	0	0	3	0	0	905	351	243	0.661375661376 %	1.08932461874 %	0.0 %	0.198412698413 %	0.326797385621 %	0.0 %
TComReferencePictureSet::setUsed	915	732	183	1	0	0	1	0	0	913	732	183	0.0546448087432 %	0.109289617486 %	0.0 %	0.0546448087432 %	0.109289617486 %	0.0 %
TComReferencePictureSet::setDeltaPOC	915	732	183	0	0	0	0	0	0	915	732	183	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %
std::ostream::operator<<	901	347	347	38	3	0	3	0	0	860	344	347	2.57053291536 %	4.21753607103 %	0.432276657061 %	0.188087774295 %	0.332963374029 %	0.0 %
_dl_mcount_wrapper_check	896	384	128	2	0	0	2	0	0	892	384	128	0.142045454545 %	0.223214285714 %	0.0 %	0.142045454545 %	0.223214285714 %	0.0 %
std::basic_stringbuf<char,	888	444	0	2	0	0	2	0	0	884	444	0	0 %	0 %	0 %	0 %	0 %	0 %
TComReferencePictureSet::getUsed	884	884	0	6	7	0	5	4	0	873	873	0	0 %	0 %	0 %	0 %	0 %	0 %
std::ios_base::Init::~Init	882	216	166	6	11	0	6	9	0	870	196	166	1.34493670886 %	0.680272108844 %	2.87958115183 %	1.18670886076 %	0.680272108844 %	2.35602094241 %
strsep	848	270	7	2	0	0	2	0	0	844	270	7	0.177777777778 %	0.235849056604 %	0.0 %	0.177777777778 %	0.235849056604 %	0.0 %
