BasketballDrill__QP_32_nF_32_MSizeL1_8192_AssL1_1_MSizeLL_4194304_AssLL_1_Word_32	Instruction Read	Data Read	Data Write	 L1 Instruction Misses (Read)	L1 Data Misses (Read)	L1 Data Misses (Write)	LL Instruction Misses (Read)	LL Data Misses (Read)	LL Data Misses (Write)	Intruction Hits (Read)	Data Hits (Read)	Data Hits(Write)	L1 Miss Rate	L1 Instruction Miss Rate	L1 Data Miss Rate	LL Miss Rate	LL Instruction Miss Rate	LL Data Miss Rate
/build/buildd/eglibc-2.19/elf/dl-cache.c:_dl_cache_libcmp	4847	862	353	5	44	4	5	39	0	4837	779	349	0.87429891125 %	0.103156591706 %	3.95061728395 %	0.725833058397 %	0.103156591706 %	3.20987654321 %
/build/buildd/eglibc-2.19/io/../sysdeps/unix/syscall-template.S:read	4742	2371	5	11	2301	0	11	32	0	4720	38	5	32.4810339983 %	0.231969633066 %	96.8434343434 %	0.60410227592 %	0.231969633066 %	1.3468013468 %
/build/buildd/eglibc-2.19/stdio-common/printf-parse.h:vfprintf	4668	486	4182	0	0	83	0	0	28	4668	486	4071	0.889031705227 %	0.0 %	1.77806341045 %	0.299914310197 %	0.0 %	0.599828620394 %
TEncSlice::setUpLambda	4576	1440	1312	224	106	171	224	96	127	4128	1238	1014	6.83679039301 %	4.8951048951 %	10.0654069767 %	6.09989082969 %	4.8951048951 %	8.10319767442 %
/build/buildd/eglibc-2.19/libio/putchar.c:putchar	4558	1802	1166	99	196	65	99	105	21	4360	1501	1080	4.78341748605 %	2.17200526547 %	8.79380053908 %	2.98963592878 %	2.17200526547 %	4.24528301887 %
TComTrQuant::initScalingList	4516	1070	1335	4	7	93	4	1	55	4508	1062	1187	1.50267302413 %	0.088573959256 %	4.158004158 %	0.86692674469 %	0.088573959256 %	2.32848232848 %
/build/buildd/eglibc-2.19/stdlib/../sysdeps/i386/lshift.S:__mpn_lshift	4418	1751	946	78	0	2	66	0	1	4274	1751	943	1.1243851019 %	1.76550475328 %	0.074156470152 %	0.941672522839 %	1.49388863739 %	0.037078235076 %
df::program_options_lite::storePair	4408	1444	988	51	396	3	3	0	0	4354	1048	985	6.57894736842 %	1.15698729583 %	16.40625 %	0.0438596491228 %	0.068058076225 %	0.0 %
TComYuv::create	4389	1026	1083	3	4	29	3	0	0	4383	1022	1054	0.554016620499 %	0.0683526999316 %	1.56472261735 %	0.0461680517082 %	0.0683526999316 %	0.0 %
/build/buildd/eglibc-2.19/libio/fileops.c:_IO_file_write@@GLIBC_2.1	4356	1573	847	104	0	40	99	0	33	4153	1573	774	2.12514757969 %	2.38751147842 %	1.65289256198 %	1.94805194805 %	2.27272727273 %	1.36363636364 %
/build/buildd/eglibc-2.19/elf/dl-version.c:match_symbol	4299	1734	390	5	227	0	5	79	0	4289	1428	390	3.61201930562 %	0.116306117702 %	10.6873822976 %	1.30780009341 %	0.116306117702 %	3.71939736347 %
/build/buildd/eglibc-2.19/misc/../sysdeps/unix/sysv/linux/i386/mmap.S:mmap	4278	2215	913	18	0	85	14	0	0	4246	2215	828	1.39076424521 %	0.420757363254 %	2.71739130435 %	0.189035916824 %	0.327255726975 %	0.0 %
TComReferencePictureSet::TComReferencePictureSet	4176	180	2376	29	0	212	27	0	204	4120	180	1960	3.57991681521 %	0.694444444444 %	8.29420970266 %	3.43137254902 %	0.646551724138 %	7.98122065728 %
df::program_options_lite::Option<int>::parse	4108	1217	2054	60	286	92	11	0	0	4037	931	1962	5.93576365361 %	1.4605647517 %	11.5560990523 %	0.149071689931 %	0.267770204479 %	0.0 %
TEncGOP::xGetBuffer	4049	2083	658	96	1340	230	96	1248	213	3857	-505	215	24.5360824742 %	2.37095579155 %	57.27836556 %	22.9307805596 %	2.37095579155 %	53.3017147027 %
df::program_options_lite::Option<bool>::parse	3956	1172	1978	117	290	105	12	0	0	3827	882	1873	7.20517872221 %	2.95753286148 %	12.5396825397 %	0.168871376302 %	0.303336703741 %	0.0 %
/build/buildd/eglibc-2.19/malloc/malloc.c:munmap_chunk	3808	1120	1008	3	7	0	3	0	0	3802	1113	1008	0.16846361186 %	0.078781512605 %	0.328947368421 %	0.050539083558 %	0.078781512605 %	0.0 %
TComRdCost::setLambda	3776	1536	1184	256	65	126	256	64	126	3264	1407	932	6.88115763547 %	6.77966101695 %	7.02205882353 %	6.8657635468 %	6.77966101695 %	6.98529411765 %
/build/buildd/eglibc-2.19/libio/iopadn.c:_IO_padn	3636	1212	1010	134	22	34	132	0	13	3370	1190	963	3.24342779105 %	3.68536853685 %	2.5202520252 %	2.47524752475 %	3.6303630363 %	0.585058505851 %
TComSlice::setRefPOCList	3630	1764	460	96	406	104	96	0	91	3438	1358	265	10.3518961394 %	2.64462809917 %	22.9316546763 %	3.19439699351 %	2.64462809917 %	4.09172661871 %
/build/buildd/eglibc-2.19/stdlib/cxa_atexit.c:__new_exitfn	3517	732	739	5	18	37	5	1	2	3507	713	700	1.20288692863 %	0.142166619278 %	3.73895309313 %	0.160384923817 %	0.142166619278 %	0.203942895989 %
0x000614d0	3499	1474	1170	2	23	15	1	0	0	3496	1451	1155	0.651147647729 %	0.0571591883395 %	1.43721633888 %	0.0162786911932 %	0.0285795941698 %	0.0 %
0x000794c0	3475	1529	973	3	277	7	1	0	0	3471	1252	966	4.80174000335 %	0.0863309352518 %	11.3509192646 %	0.0167308014054 %	0.0287769784173 %	0.0 %
std::ios_base::_M_dispose_callbacks	3401	1432	1074	21	4	0	21	0	0	3359	1428	1074	0.42322668021 %	0.617465451338 %	0.159616919393 %	0.355510411376 %	0.617465451338 %	0.0 %
/build/buildd/eglibc-2.19/stdlib/strtod_l.c:____strtod_l_internal	3386	893	708	168	56	28	67	7	6	3151	830	674	5.05313815921 %	4.96160661548 %	5.2467207995 %	1.60417084419 %	1.97873597165 %	0.811992504685 %
std::basic_stringbuf<char,	3318	1264	948	132	1	1	66	0	0	3120	1263	947	2.42314647378 %	3.97830018083 %	0.0904159132007 %	1.19349005425 %	1.98915009042 %	0.0 %
0x00079dd0	3312	1380	276	2	0	0	1	0	0	3309	1380	276	0.0402576489533 %	0.06038647343 %	0.0 %	0.0201288244767 %	0.030193236715 %	0.0 %
std::num_get<char,	3268	1346	1346	5	12	0	3	0	0	3260	1334	1346	0.285234899329 %	0.15299877601 %	0.445765230312 %	0.0503355704698 %	0.0917992656059 %	0.0 %
__gnu_cxx::stdio_sync_filebuf<char,	3252	1220	1017	4	4	0	2	0	0	3246	1216	1017	0.14574603753 %	0.123001230012 %	0.178810907465 %	0.0364365093824 %	0.0615006150062 %	0.0 %
std::ios_base::_M_call_callbacks	3222	1432	895	22	96	0	21	28	0	3179	1308	895	2.12650928095 %	0.682805710739 %	4.12548345509 %	0.883041989548 %	0.651769087523 %	1.20326600774 %
TComTrQuant::destroyScalingList	3205	874	870	2	89	0	2	55	0	3201	730	870	1.8387553041 %	0.0624024960998 %	5.10321100917 %	1.15174782784 %	0.0624024960998 %	3.15366972477 %
std::ctype<wchar_t>::_M_initialize_ctype	3188	414	1231	9	17	73	9	0	38	3170	397	1120	2.04841713222 %	0.282308657465 %	5.47112462006 %	0.972480860749 %	0.282308657465 %	2.31003039514 %
/build/buildd/eglibc-2.19/stdlib/cmp.c:__mpn_cmp	3168	1408	352	35	0	0	35	0	0	3098	1408	352	0.710227272727 %	1.1047979798 %	0.0 %	0.710227272727 %	1.1047979798 %	0.0 %
/build/buildd/eglibc-2.19/elf/dl-load.c:_dl_map_object_from_fd	3160	1058	590	35	39	24	35	7	20	3090	1012	546	2.03826955075 %	1.10759493671 %	3.82281553398 %	1.28951747088 %	1.10759493671 %	1.63834951456 %
TComReferencePictureSet::sortDeltaPOC	3052	283	1733	8	0	0	8	0	0	3036	283	1733	0.157853196527 %	0.262123197903 %	0.0 %	0.157853196527 %	0.262123197903 %	0.0 %
std::_List_base<AccessUnit,	3039	1135	876	93	293	105	92	87	44	2854	755	727	9.72277227723 %	3.0602171767 %	19.7911486822 %	4.41584158416 %	3.02731161566 %	6.5141720537 %
TEncGOP::getNalUnitType	3005	1126	190	94	155	0	94	155	0	2817	816	190	5.76255496413 %	3.12811980033 %	11.7781155015 %	5.76255496413 %	3.12811980033 %	11.7781155015 %
TComSlice::TComSlice	2970	66	1848	110	7	241	110	0	229	2750	59	1378	7.33005733006 %	3.7037037037 %	12.9571577847 %	6.94103194103 %	3.7037037037 %	11.9644723093 %
TComOutputBitstream::~TComOutputBitstream	2962	810	928	162	106	56	140	32	0	2660	672	872	6.89361702128 %	5.46927751519 %	9.32105868815 %	3.65957446809 %	4.72653612424 %	1.84119677791 %
/build/buildd/eglibc-2.19/elf/dl-deps.c:_dl_map_object_deps	2935	657	413	28	44	15	28	0	5	2879	613	393	2.17228464419 %	0.954003407155 %	5.51401869159 %	0.823970037453 %	0.954003407155 %	0.467289719626 %
df::program_options_lite::Option<GOPEntry>::~Option	2880	832	768	4	84	6	4	0	0	2872	748	762	2.09821428571 %	0.138888888889 %	5.625 %	0.0892857142857 %	0.138888888889 %	0.0 %
0x00061520	2807	1178	941	3	29	12	2	0	0	2802	1149	929	0.893219650832 %	0.106875667973 %	1.93487494101 %	0.0406008932197 %	0.0712504453153 %	0.0 %
df::program_options_lite::setDefaults	2772	1730	692	1	928	12	1	13	0	2770	789	680	18.117058144 %	0.036075036075 %	38.8109000826 %	0.269541778976 %	0.036075036075 %	0.536746490504 %
SyntaxElementWriter::xWriteCode	2718	1208	906	32	30	5	32	1	0	2654	1177	901	1.38658940397 %	1.17733627667 %	1.65562913907 %	0.682947019868 %	1.17733627667 %	0.0473036896878 %
0x00077dd0	2661	745	331	53	65	0	2	0	0	2606	680	331	3.1576130586 %	1.99173243142 %	6.04089219331 %	0.0535188654001 %	0.0751597143931 %	0.0 %
/build/buildd/eglibc-2.19/math/../sysdeps/ieee754/dbl-64/s_isinf.c:isinf	2646	588	147	34	0	0	34	0	0	2578	588	147	1.00561963916 %	1.28495842782 %	0.0 %	1.00561963916 %	1.28495842782 %	0.0 %
std::vector<unsigned	2625	805	595	230	107	0	230	15	0	2165	683	595	8.37267080745 %	8.7619047619 %	7.64285714286 %	6.08695652174 %	8.7619047619 %	1.07142857143 %
/build/buildd/eglibc-2.19/stdlib/getenv.c:getenv	2586	858	84	4	168	0	4	0	0	2578	690	84	4.87528344671 %	0.15467904099 %	17.8343949045 %	0.113378684807 %	0.15467904099 %	0.0 %
df::program_options_lite::OptionSpecific&	2508	627	1140	3	63	2	3	0	0	2502	564	1138	1.59064327485 %	0.11961722488 %	3.67855121675 %	0.0701754385965 %	0.11961722488 %	0.0 %
TEncSlice::xDetermineStartAndBoundingCtuTsAddr	2496	1056	1152	160	44	57	160	32	42	2176	980	1053	5.54846938776 %	6.41025641026 %	4.57427536232 %	4.97448979592 %	6.41025641026 %	3.35144927536 %
std::vector<unsigned	2484	728	554	79	33	0	78	32	0	2327	663	554	2.97397769517 %	3.18035426731 %	2.57410296412 %	2.92087095061 %	3.14009661836 %	2.49609984399 %
TComYuv::destroy	2451	627	741	5	40	3	3	33	0	2443	554	738	1.2568735271 %	0.203998368013 %	3.1432748538 %	0.942655145326 %	0.122399020808 %	2.41228070175 %
/build/buildd/eglibc-2.19/wcsmbs/wctob.c:wctob	2432	768	640	2	0	0	2	0	0	2428	768	640	0.0520833333333 %	0.0822368421053 %	0.0 %	0.0520833333333 %	0.0822368421053 %	0.0 %
/build/buildd/eglibc-2.19/math/../sysdeps/ieee754/dbl-64/s_isnan.c:isnan	2432	608	152	68	0	0	68	0	0	2296	608	152	2.13032581454 %	2.79605263158 %	0.0 %	2.13032581454 %	2.79605263158 %	0.0 %
/build/buildd/eglibc-2.19/elf/../sysdeps/i386/dl-trampoline.S:_dl_runtime_resolve	2420	1320	1100	35	34	8	15	0	1	2370	1286	1091	1.59090909091 %	1.44628099174 %	1.73553719008 %	0.330578512397 %	0.619834710744 %	0.0413223140496 %
std::string::find	2416	446	223	5	6	0	5	1	0	2406	439	223	0.356564019449 %	0.206953642384 %	0.896860986547 %	0.194489465154 %	0.206953642384 %	0.149476831091 %
TAppEncTop::encode	2378	678	1019	122	211	116	117	182	40	2139	285	863	11.018404908 %	5.13036164844 %	19.2692987625 %	8.31901840491 %	4.92010092515 %	13.0819092516 %
std::basic_ios<char,	2340	936	468	5	6	36	2	0	0	2333	930	432	1.25534188034 %	0.213675213675 %	2.99145299145 %	0.0534188034188 %	0.0854700854701 %	0.0 %
initRasterToPelXY	2336	296	339	5	10	41	4	0	34	2327	286	264	1.88488724335 %	0.21404109589 %	8.03149606299 %	1.27903062942 %	0.171232876712 %	5.35433070866 %
/build/buildd/eglibc-2.19/elf/dl-hwcaps.c:_dl_important_hwcaps	2317	477	335	22	6	7	22	0	5	2273	471	323	1.11856823266 %	0.949503668537 %	1.60098522167 %	0.862895493768 %	0.949503668537 %	0.615763546798 %
TEncSlice::calculateBoundingCtuTsAddrForSlice	2304	1088	512	64	40	47	64	0	28	2176	1048	437	3.86782786885 %	2.77777777778 %	5.4375 %	2.35655737705 %	2.77777777778 %	1.75 %
/build/buildd/eglibc-2.19/elf/dl-load.c:_dl_map_object	2295	595	437	24	84	5	24	1	5	2247	510	427	3.3964532612 %	1.04575163399 %	8.62403100775 %	0.901713255185 %	1.04575163399 %	0.581395348837 %
std::string::swap	2212	1264	474	68	80	0	67	0	0	2077	1184	474	3.74683544304 %	3.07414104882 %	4.60299194476 %	1.69620253165 %	3.02893309222 %	0.0 %
TComOutputBitstream::TComOutputBitstream	2200	550	1100	133	0	32	107	0	32	1960	550	1036	4.28571428571 %	6.04545454545 %	1.93939393939 %	3.61038961039 %	4.86363636364 %	1.93939393939 %
destroyROM	2183	446	441	3	37	0	3	27	0	2177	382	441	1.30293159609 %	0.137425561154 %	4.17136414882 %	0.977198697068 %	0.137425561154 %	3.04396843292 %
/build/buildd/eglibc-2.19/misc/../sysdeps/unix/sysv/linux/i386/brk.c:brk	2112	702	528	15	1	56	13	0	20	2084	701	452	2.15439856373 %	0.710227272727 %	4.63414634146 %	0.987432675045 %	0.61553030303 %	1.62601626016 %
TAppEncTop::xGetBuffer	2096	654	544	56	286	85	56	225	54	1984	143	405	12.962962963 %	2.67175572519 %	30.9682804674 %	10.1700060716 %	2.67175572519 %	23.2888146912 %
/build/buildd/eglibc-2.19/string/../sysdeps/i386/i686/multiarch/../../i586/strchr.S:index	2084	240	80	7	10	3	7	8	1	2070	222	76	0.831946755408 %	0.335892514395 %	4.0625 %	0.665557404326 %	0.335892514395 %	2.8125 %
std::num_put<char,	2074	830	830	6	10	0	3	0	0	2065	820	830	0.428494911623 %	0.289296046287 %	0.602409638554 %	0.0803427959293 %	0.144648023144 %	0.0 %
std::string::_M_replace_safe	2065	767	826	93	53	0	93	31	0	1879	683	826	3.9912520503 %	4.50363196126 %	3.32705586943 %	3.38983050847 %	4.50363196126 %	1.94601381042 %
/build/buildd/eglibc-2.19/libio/libioP.h:putc	2030	609	609	0	0	0	0	0	0	2030	609	609	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %
/build/buildd/eglibc-2.19/libio/fileops.c:_IO_do_write@@GLIBC_2.1	2017	595	353	70	0	40	66	0	33	1881	595	280	3.70994940978 %	3.47050074368 %	4.2194092827 %	3.3389544688 %	3.27218641547 %	3.48101265823 %
std::istreambuf_iterator<char,	1993	520	500	83	67	9	27	0	0	1883	453	491	5.27713242615 %	4.16457601606 %	7.45098039216 %	0.896116827083 %	1.35474159558 %	0.0 %
TComPicYuv::TComPicYuv	1908	212	1378	102	0	63	100	0	57	1706	212	1258	4.71698113208 %	5.34591194969 %	3.96226415094 %	4.48827901658 %	5.24109014675 %	3.58490566038 %
TAppEncTop::xWriteOutput	1906	739	721	63	334	32	63	224	9	1780	181	680	12.7450980392 %	3.30535152151 %	25.0684931507 %	8.79382055853 %	3.30535152151 %	15.9589041096 %
/build/buildd/eglibc-2.19/math/../sysdeps/i386/fpu/e_log10.S:__log10_finite	1894	398	100	66	99	0	66	36	0	1762	263	100	6.89799331104 %	3.48468848997 %	19.8795180723 %	4.26421404682 %	3.48468848997 %	7.22891566265 %
/build/buildd/eglibc-2.19/libio/iofflush.c:fflush	1872	720	432	105	15	1	102	3	0	1665	702	431	4.00132275132 %	5.60897435897 %	1.38888888889 %	3.47222222222 %	5.44871794872 %	0.260416666667 %
TEncTop::encode	1871	654	629	79	331	73	79	300	50	1713	23	506	15.3138871275 %	4.22234099412 %	31.4886983632 %	13.6017755231 %	4.22234099412 %	27.2798129384 %
/build/buildd/eglibc-2.19/string/../sysdeps/i386/i686/multiarch/../../i586/strlen.S:strlen	1865	266	0	4	9	0	4	7	0	1857	250	0	0 %	0 %	0 %	0 %	0 %	0 %
/build/buildd/eglibc-2.19/elf/dl-load.c:open_path	1800	638	469	12	31	0	12	0	0	1776	607	469	1.47918816649 %	0.666666666667 %	2.80036133695 %	0.412796697626 %	0.666666666667 %	0.0 %
TComReferencePictureSet::getUsed	1748	1748	0	33	90	0	33	42	0	1682	1616	0	0 %	0 %	0 %	0 %	0 %	0 %
std::string::assign	1742	651	651	93	73	0	93	31	0	1556	547	651	5.45335085414 %	5.33869115959 %	5.60675883257 %	4.07358738502 %	5.33869115959 %	2.38095238095 %
/build/buildd/eglibc-2.19/libio/iofwrite.c:fwrite	1730	643	337	19	20	1	5	2	0	1706	621	336	1.47601476015 %	1.09826589595 %	2.14285714286 %	0.258302583026 %	0.28901734104 %	0.204081632653 %
TVideoIOYuv::ColourSpaceConvert	1728	416	448	26	96	0	26	64	0	1676	256	448	4.70679012346 %	1.50462962963 %	11.1111111111 %	3.47222222222 %	1.50462962963 %	7.40740740741 %
/build/buildd/eglibc-2.19/elf/dl-reloc.c:_dl_relocate_object	1718	626	304	11	73	4	11	0	0	1696	553	300	3.32326283988 %	0.640279394645 %	8.27956989247 %	0.415407854985 %	0.640279394645 %	0.0 %
/build/buildd/eglibc-2.19/math/w_log10.c:log10	1700	300	400	66	0	190	66	0	28	1568	300	182	10.6666666667 %	3.88235294118 %	27.1428571429 %	3.91666666667 %	3.88235294118 %	4.0 %
std::__detail::_List_node_base::_M_unhook	1698	1132	566	9	110	166	9	26	56	1680	996	344	8.39222614841 %	0.530035335689 %	16.2544169611 %	2.67962308598 %	0.530035335689 %	4.82921083628 %
writeNalUnitHeader	1684	352	1122	135	102	0	133	1	0	1416	249	1122	7.50474984167 %	8.01662707838 %	6.91994572592 %	4.2431918936 %	7.89786223278 %	0.067842605156 %
df::program_options_lite::Option<unsigned	1676	497	838	46	125	46	11	0	0	1619	372	792	7.20690800399 %	2.7446300716 %	12.808988764 %	0.365327133843 %	0.656324582339 %	0.0 %
TComPic::create	1661	715	836	34	141	71	34	83	37	1593	491	728	7.65877957659 %	2.04695966285 %	13.6686009026 %	4.79452054795 %	2.04695966285 %	7.73694390716 %
std::num_get<char,	1654	440	386	77	21	0	21	0	0	1556	419	386	3.95161290323 %	4.6553808948 %	2.54237288136 %	0.846774193548 %	1.26964933495 %	0.0 %
TComOutputBitstream::writeAlignZero	1651	535	521	66	44	11	66	0	0	1519	491	510	4.46989287034 %	3.99757722592 %	5.20833333333 %	2.43812338382 %	3.99757722592 %	0.0 %
0x00046700	1624	609	609	1	1	0	1	0	0	1622	608	609	0.0703729767769 %	0.0615763546798 %	0.0821018062397 %	0.0351864883885 %	0.0615763546798 %	0.0 %
ContextModel::buildNextStateTable	1618	389	389	2	8	8	2	8	8	1614	373	373	0.751252086811 %	0.123609394314 %	2.05655526992 %	0.751252086811 %	0.123609394314 %	2.05655526992 %
std::istream&	1612	572	650	11	56	0	4	0	0	1597	516	650	2.36414961186 %	0.682382133995 %	4.58265139116 %	0.141143260409 %	0.248138957816 %	0.0 %
std::ios_base::Init::Init	1590	434	562	35	33	26	34	1	19	1521	400	517	3.63495746326 %	2.20125786164 %	5.92369477912 %	2.08816705336 %	2.13836477987 %	2.00803212851 %
/build/buildd/eglibc-2.19/elf/get-dynamic-info.h:_dl_map_object_from_fd	1581	269	168	10	38	31	10	38	31	1561	193	106	3.91476709613 %	0.632511068944 %	15.7894736842 %	3.91476709613 %	0.632511068944 %	15.7894736842 %
/build/buildd/eglibc-2.19/elf/dl-load.c:open_verify	1558	416	418	12	9	3	12	8	3	1534	399	412	1.00334448161 %	0.770218228498 %	1.43884892086 %	0.961538461538 %	0.770218228498 %	1.31894484412 %
/build/buildd/eglibc-2.19/string/../sysdeps/x86_64/cacheinfo.c:intel_check_word	1546	364	127	7	16	1	7	15	0	1532	333	126	1.17820324006 %	0.452781371281 %	3.46232179226 %	1.08001963672 %	0.452781371281 %	3.0549898167 %
/build/buildd/eglibc-2.19/string/../bits/stdlib-bsearch.h:intel_check_word	1532	322	93	1	0	0	1	0	0	1530	322	93	0.0513610683102 %	0.065274151436 %	0.0 %	0.0513610683102 %	0.065274151436 %	0.0 %
0x00047fc8	1526	1526	0	5	0	0	2	0	0	1519	1526	0	0 %	0 %	0 %	0 %	0 %	0 %
TEncSampleAdaptiveOffset::decidePicParams	1472	400	379	96	152	32	96	98	32	1280	150	315	12.4389160373 %	6.52173913043 %	23.6200256739 %	10.0399822301 %	6.52173913043 %	16.6880616175 %
/build/buildd/eglibc-2.19/stdlib/cxa_atexit.c:__cxa_atexit	1452	396	528	3	0	15	2	0	15	1447	396	498	0.757575757576 %	0.206611570248 %	1.62337662338 %	0.715488215488 %	0.137741046832 %	1.62337662338 %
/build/buildd/eglibc-2.19/stdlib/exit.c:__run_exit_handlers	1435	334	272	5	38	1	4	38	1	1426	258	270	2.15580597746 %	0.348432055749 %	6.43564356436 %	2.10681038707 %	0.278745644599 %	6.43564356436 %
TEncCavlc::codeShortTermRefPicSet	1429	267	682	8	26	0	8	21	0	1413	220	682	1.42977291842 %	0.559832050385 %	2.7397260274 %	1.21951219512 %	0.559832050385 %	2.21285563751 %
std::basic_string<char,	1425	525	600	1	6	1	1	0	0	1423	519	599	0.313725490196 %	0.0701754385965 %	0.622222222222 %	0.0392156862745 %	0.0701754385965 %	0.0 %
TEncBinCABAC::finish	1408	576	352	96	17	0	96	0	0	1216	559	352	4.83732876712 %	6.81818181818 %	1.83189655172 %	4.1095890411 %	6.81818181818 %	0.0 %
/build/buildd/eglibc-2.19/elf/dl-profstub.c:_dl_mcount_wrapper_check	1408	512	256	2	0	0	2	0	0	1404	512	256	0.0919117647059 %	0.142045454545 %	0.0 %	0.0919117647059 %	0.142045454545 %	0.0 %
std::num_get<char,	1404	546	572	16	36	24	4	0	0	1384	510	548	3.013481364 %	1.1396011396 %	5.36672629696 %	0.158604282316 %	0.2849002849 %	0.0 %
/build/buildd/eglibc-2.19/elf/dl-minimal.c:__libc_memalign	1390	332	313	4	12	25	4	0	2	1382	320	286	2.01474201474 %	0.287769784173 %	5.73643410853 %	0.29484029484 %	0.287769784173 %	0.31007751938 %
/build/buildd/eglibc-2.19/time/../sysdeps/unix/sysv/linux/clock.c:clock	1340	268	268	81	0	0	81	0	0	1178	268	268	4.31769722814 %	6.0447761194 %	0.0 %	4.31769722814 %	6.0447761194 %	0.0 %
initRasterToZscan	1310	263	260	1	1	32	1	0	32	1308	262	196	1.85488270595 %	0.0763358778626 %	6.30975143403 %	1.80032733224 %	0.0763358778626 %	6.11854684512 %
/build/buildd/eglibc-2.19/elf/dl-cache.c:_dl_load_cache_lookup	1309	362	156	17	46	1	17	33	1	1275	283	154	3.50301039956 %	1.2987012987 %	9.07335907336 %	2.79146141215 %	1.2987012987 %	6.56370656371 %
df::program_options_lite::OptionSpecific&	1284	362	394	12	29	3	12	0	2	1260	333	389	2.1568627451 %	0.934579439252 %	4.2328042328 %	0.686274509804 %	0.934579439252 %	0.26455026455 %
/build/buildd/eglibc-2.19/stdlib/mul.c:__mpn_mul	1240	465	372	107	0	5	105	0	5	1028	465	362	5.39239287434 %	8.62903225806 %	0.597371565114 %	5.29610014444 %	8.46774193548 %	0.597371565114 %
/build/buildd/eglibc-2.19/elf/dl-minimal.c:strsep	1233	221	26	3	4	0	3	0	0	1227	217	26	0.472972972973 %	0.243309002433 %	1.61943319838 %	0.202702702703 %	0.243309002433 %	0.0 %
/build/buildd/eglibc-2.19/elf/dl-object.c:_dl_new_object	1221	262	286	13	15	45	13	7	44	1195	240	197	4.12662521198 %	1.0647010647 %	10.9489051095 %	3.61786319955 %	1.0647010647 %	9.30656934307 %
ProfileTierLevel::ProfileTierLevel	1218	63	357	4	0	32	2	0	28	1212	63	297	2.1978021978 %	0.328407224959 %	7.61904761905 %	1.8315018315 %	0.164203612479 %	6.66666666667 %
/build/buildd/eglibc-2.19/io/../sysdeps/unix/syscall-template.S:__write_nocancel	1210	726	242	0	0	0	0	0	0	1210	726	242	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %
TEncSearch::init	1207	283	342	21	4	20	21	0	10	1165	279	312	2.45633187773 %	1.73985086993 %	3.84 %	1.69213973799 %	1.73985086993 %	1.6 %
TComRefPicListModification::TComRefPicListModification	1177	55	781	16	1	93	16	0	92	1145	54	596	5.46448087432 %	1.35938827528 %	11.2440191388 %	5.3651266766 %	1.35938827528 %	11.004784689 %
/build/buildd/eglibc-2.19/stdio-common/../sysdeps/generic/get-rounding-mode.h:__printf_fp	1176	147	147	95	0	0	95	0	0	986	147	147	6.46258503401 %	8.07823129252 %	0.0 %	6.46258503401 %	8.07823129252 %	0.0 %
TAppEncTop::rateStatsAccum	1165	597	230	27	138	0	27	59	0	1111	400	230	8.28313253012 %	2.31759656652 %	16.6868198307 %	4.31726907631 %	2.31759656652 %	7.13422007255 %
/build/buildd/eglibc-2.19/string/../sysdeps/i386/i686/multiarch/../memcmp.S:__GI_memcmp	1153	387	123	6	1	0	6	1	0	1141	385	123	0.420926037282 %	0.520381613183 %	0.196078431373 %	0.420926037282 %	0.520381613183 %	0.196078431373 %
TEncBinCABAC::start	1152	256	896	151	0	160	151	0	104	850	256	632	13.4982638889 %	13.1076388889 %	13.8888888889 %	11.0677083333 %	13.1076388889 %	9.02777777778 %
TEncTop::create	1145	485	423	11	131	46	11	1	0	1123	353	377	9.15733073551 %	0.960698689956 %	19.4933920705 %	0.584510472479 %	0.960698689956 %	0.11013215859 %
std::vector<TComTile,	1144	407	220	121	23	25	121	2	2	902	382	193	9.54263128176 %	10.5769230769 %	7.65550239234 %	7.05815923207 %	10.5769230769 %	0.637958532695 %
df::program_options_lite::OptionSpecific&	1132	328	452	7	40	6	7	0	4	1118	288	442	2.7719665272 %	0.618374558304 %	5.89743589744 %	0.575313807531 %	0.618374558304 %	0.512820512821 %
/build/buildd/eglibc-2.19/elf/rtld.c:dl_main	1118	303	234	63	81	33	63	18	12	992	204	189	10.6948640483 %	5.63506261181 %	21.2290502793 %	5.61933534743 %	5.63506261181 %	5.58659217877 %
/build/buildd/eglibc-2.19/string/../sysdeps/i386/i686/multiarch/../mempcpy.S:mempcpy	1097	477	229	2	27	12	2	1	12	1093	449	205	2.27398779811 %	0.182315405652 %	5.52407932011 %	0.831946755408 %	0.182315405652 %	1.84135977337 %
df::program_options_lite::Option<unsigned	1095	292	288	4	36	19	4	0	0	1087	256	269	3.5223880597 %	0.365296803653 %	9.48275862069 %	0.238805970149 %	0.365296803653 %	0.0 %
EnvVar::EnvVar	1085	310	404	20	37	7	20	0	0	1045	273	397	3.5575319622 %	1.84331797235 %	6.16246498599 %	1.11172873819 %	1.84331797235 %	0.0 %
TComReferencePictureSet::getNumberOfPictures	1080	1080	0	33	9	0	33	0	0	1014	1071	0	0 %	0 %	0 %	0 %	0 %	0 %
TComPicYuv::~TComPicYuv	1070	335	417	65	3	33	65	0	0	940	332	384	5.54335894621 %	6.07476635514 %	4.78723404255 %	3.56750823271 %	6.07476635514 %	0.0 %
