BQMall__QP_32_nF_5_SR_32_MSizeL1_8192_AssL1_4_MSizeLL_8388608_AssLL_2_Word_32	Instruction Read	Data Read	Data Write	 L1 Instruction Misses (Read)	L1 Data Misses (Read)	L1 Data Misses (Write)	LL Instruction Misses (Read)	LL Data Misses (Read)	LL Data Misses (Write)	Intruction Hits (Read)	Data Hits (Read)	Data Hits(Write)	L1 Miss Rate	L1 Instruction Miss Rate	L1 Data Miss Rate	LL Miss Rate	LL Instruction Miss Rate	LL Data Miss Rate
_dl_cache_libcmp	5775	1605	457	5	45	0	5	42	0	5765	1518	457	0.637999234401 %	0.0865800865801 %	2.18234723569 %	0.599719280337 %	0.0865800865801 %	2.03685741998 %
TEncCu::compressCtu	5600	2520	2520	420	1339	0	6	9	0	5174	1172	2520	16.5319548872 %	7.5 %	26.5674603175 %	0.140977443609 %	0.107142857143 %	0.178571428571 %
df::program_options_lite::Option<GOPEntry>::setDefault	5504	4416	4224	1	529	512	1	0	0	5502	3887	3712	7.36708144796 %	0.0181686046512 %	12.0486111111 %	0.00707013574661 %	0.0181686046512 %	0.0 %
df::program_options_lite::scanFile	5486	1761	1476	14	270	0	5	0	0	5467	1491	1476	3.25576063281 %	0.255195041925 %	8.34105653383 %	0.0573197294509 %	0.0911410864017 %	0.0 %
brk	5453	1703	1365	14	11	10	8	0	0	5431	1692	1355	0.410749911982 %	0.256739409499 %	0.684485006519 %	0.0938856941674 %	0.146708234 %	0.0 %
df::program_options_lite::Option<bool>::~Option	5391	1426	1416	4	139	0	4	0	0	5383	1287	1416	1.7369124256 %	0.074197736969 %	4.890921886 %	0.048584962954 %	0.074197736969 %	0.0 %
df::program_options_lite::OptionSpecific&	5375	1625	2375	3	1	0	3	0	0	5369	1624	2375	0.0426666666667 %	0.0558139534884 %	0.025 %	0.032 %	0.0558139534884 %	0.0 %
0x000ca570	5200	2288	1456	158	101	19	2	0	0	5040	2187	1437	3.10822898032 %	3.03846153846 %	3.20512820513 %	0.0223613595707 %	0.0384615384615 %	0.0 %
_itoa_word	5072	1249	713	24	10	0	11	6	0	5037	1233	713	0.483366505544 %	0.473186119874 %	0.509683995923 %	0.241683252772 %	0.216876971609 %	0.305810397554 %
__GI_strlen	5021	844	0	28	38	0	15	23	0	4978	783	0	0 %	0 %	0 %	0 %	0 %	0 %
__strcmp_ssse3	5016	3135	0	38	151	0	11	5	0	4967	2979	0	0 %	0 %	0 %	0 %	0 %	0 %
TEncSbac::resetEntropy	5008	312	3340	227	39	5	67	5	5	4714	268	3330	3.12933025404 %	4.53274760383 %	1.20481927711 %	0.889145496536 %	1.33785942492 %	0.273822562979 %
std::__basic_file<char>::xsputn_2	4972	1750	1842	12	182	181	11	4	0	4949	1564	1661	4.37879495563 %	0.241351568785 %	10.1057906459 %	0.175151798225 %	0.221238938053 %	0.11135857461 %
TEncSbac::setBitstream	4840	2640	1760	148	668	0	2	5	0	4690	1967	1760	8.83116883117 %	3.05785123967 %	15.1818181818 %	0.0757575757576 %	0.0413223140496 %	0.113636363636 %
_dl_map_object_from_fd	4776	1278	794	49	52	54	49	47	52	4678	1179	688	2.26343457944 %	1.02596314908 %	5.11583011583 %	2.16121495327 %	1.02596314908 %	4.77799227799 %
TComTrQuant::initScalingList	4516	1070	1335	4	2	63	4	1	55	4508	1067	1217	0.996965756394 %	0.088573959256 %	2.7027027027 %	0.86692674469 %	0.088573959256 %	2.32848232848 %
finite	4440	1480	0	10	0	0	10	0	0	4420	1480	0	0 %	0 %	0 %	0 %	0 %	0 %
_IO_do_write@@GLIBC_2.1	4421	1543	1172	40	10	8	15	1	1	4366	1532	1163	0.812780269058 %	0.904772675865 %	0.662983425414 %	0.238228699552 %	0.339289753449 %	0.073664825046 %
df::program_options_lite::storePair	4408	1444	988	74	235	0	4	0	0	4330	1209	988	4.51754385965 %	1.67876588022 %	9.66282894737 %	0.0584795321637 %	0.0907441016334 %	0.0 %
TComYuv::create	4389	1026	1083	3	0	20	3	0	0	4383	1026	1063	0.353955063096 %	0.0683526999316 %	0.94831673779 %	0.0461680517082 %	0.0683526999316 %	0.0 %
std::ios_base::~ios_base	4264	1372	1676	43	348	0	11	6	0	4210	1018	1676	5.34737417943 %	1.00844277674 %	11.4173228346 %	0.23249452954 %	0.257973733583 %	0.196850393701 %
TComPicSym::destroy	4215	1390	1105	6	59	2	6	25	0	4203	1306	1103	0.998509687034 %	0.142348754448 %	2.44488977956 %	0.461997019374 %	0.142348754448 %	1.00200400802 %
TComDataCU::compressMV	4200	1120	1680	10	210	0	4	0	0	4186	910	1680	3.14285714286 %	0.238095238095 %	7.5 %	0.0571428571429 %	0.0952380952381 %	0.0 %
match_symbol	4112	1675	380	5	102	0	5	83	0	4102	1490	380	1.73504134912 %	0.121595330739 %	4.96350364964 %	1.4269498946 %	0.121595330739 %	4.03892944039 %
df::program_options_lite::Option<int>::parse	4108	1217	2054	142	37	0	13	0	0	3953	1180	2054	2.42580295433 %	3.45666991237 %	1.13115255274 %	0.176175633555 %	0.316455696203 %	0.0 %
TComPicSym::xCalculateNextCtuRSAddr	4100	2060	840	10	0	0	4	0	0	4086	2060	840	0.142857142857 %	0.243902439024 %	0.0 %	0.0571428571429 %	0.0975609756098 %	0.0 %
0x00019b2c	3968	3968	0	0	0	0	0	0	0	3968	3968	0	0 %	0 %	0 %	0 %	0 %	0 %
df::program_options_lite::Option<bool>::parse	3956	1172	1978	81	13	0	12	0	0	3863	1159	1978	1.32282578103 %	2.04752275025 %	0.412698412698 %	0.168871376302 %	0.303336703741 %	0.0 %
_IO_file_write@@GLIBC_2.1	3666	1128	752	24	0	17	8	0	2	3634	1128	733	0.739271547061 %	0.654664484452 %	0.904255319149 %	0.180310133429 %	0.218221494817 %	0.106382978723 %
__new_exitfn	3624	752	759	8	15	13	5	1	2	3611	736	744	0.701071080818 %	0.220750551876 %	1.85307743216 %	0.155793573515 %	0.137969094923 %	0.198544010589 %
std::num_get<char,	3556	1538	1346	5	23	0	4	0	0	3547	1515	1346	0.434782608696 %	0.140607424072 %	0.797503467406 %	0.0621118012422 %	0.112485939258 %	0.0 %
TComReferencePictureSet::TComReferencePictureSet	3480	150	1980	17	0	168	13	0	160	3450	150	1652	3.29768270945 %	0.488505747126 %	7.88732394366 %	3.08377896613 %	0.373563218391 %	7.5117370892 %
0x000ca760	3436	1427	287	6	1	0	1	0	0	3429	1426	287	0.135922330097 %	0.174621653085 %	0.0583430571762 %	0.0194174757282 %	0.0291036088475 %	0.0 %
____strtod_l_internal	3399	840	685	162	42	40	63	6	6	3174	792	639	4.95532087734 %	4.76610767873 %	5.37704918033 %	1.52315190902 %	1.85348631951 %	0.786885245902 %
TEncEntropy::setEntropyCoder	3355	1830	1220	239	580	345	4	11	4	3112	1239	871	18.1733021077 %	7.12369597615 %	30.3278688525 %	0.296643247463 %	0.119225037258 %	0.491803278689 %
SyntaxElementWriter::xWriteUvlc	3313	1079	1079	18	0	0	6	0	0	3289	1079	1079	0.32900749406 %	0.543314216722 %	0.0 %	0.109669164687 %	0.181104738907 %	0.0 %
__gnu_cxx::stdio_sync_filebuf<char,	3252	1220	1017	6	4	0	3	0	0	3243	1216	1017	0.182182546912 %	0.184501845018 %	0.178810907465 %	0.0546547640736 %	0.0922509225092 %	0.0 %
TComTrQuant::destroyScalingList	3205	874	870	2	59	2	2	27	0	3201	788	868	1.2729844413 %	0.0624024960998 %	3.49770642202 %	0.585976965043 %	0.0624024960998 %	1.54816513761 %
std::ctype<wchar_t>::_M_initialize_ctype	3189	414	1231	8	4	38	8	0	38	3173	410	1155	1.03434009102 %	0.250862339291 %	2.55319148936 %	0.95159288374 %	0.250862339291 %	2.31003039514 %
TEncSbac::codeSAOSign	3140	1884	942	6	0	0	3	0	0	3131	1884	942	0.100569896078 %	0.191082802548 %	0.0 %	0.0502849480389 %	0.0955414012739 %	0.0 %
TComReferencePictureSet::sortDeltaPOC	3052	283	1733	8	0	0	8	0	0	3036	283	1733	0.157853196527 %	0.262123197903 %	0.0 %	0.157853196527 %	0.262123197903 %	0.0 %
0x000f34a0	3047	745	400	4	39	0	2	0	0	3041	706	400	1.02576335878 %	0.131276665573 %	3.40611353712 %	0.0477099236641 %	0.0656383327863 %	0.0 %
_dl_map_object_deps	3043	704	422	34	33	4	34	0	2	2975	671	416	1.70304629408 %	1.11731843575 %	3.28596802842 %	0.863516430799 %	1.11731843575 %	0.177619893428 %
std::string::find	3016	415	411	5	3	0	5	1	0	3006	411	411	0.208224882874 %	0.165782493369 %	0.363196125908 %	0.156168662155 %	0.165782493369 %	0.121065375303 %
std::ios_base::_M_dispose_callbacks	2888	1216	912	173	0	0	6	0	0	2709	1216	912	3.44896331738 %	5.99030470914 %	0.0 %	0.11961722488 %	0.207756232687 %	0.0 %
df::program_options_lite::Option<GOPEntry>::~Option	2880	832	768	4	73	0	4	0	0	2872	759	768	1.71875 %	0.138888888889 %	4.5625 %	0.0892857142857 %	0.138888888889 %	0.0 %
TComPicYuv::destroy	2824	612	818	19	48	23	7	12	10	2798	552	785	2.11565585331 %	0.672804532578 %	4.96503496503 %	0.681711330512 %	0.247875354108 %	1.53846153846 %
std::__basic_file<char>::xsgetn	2821	974	1071	36	189	182	10	0	0	2775	785	889	8.3641594739 %	1.27614321163 %	18.141809291 %	0.205507603781 %	0.354484225452 %	0.0 %
intel_check_word	2789	312	108	6	16	1	6	15	0	2777	281	107	0.716734185104 %	0.21513087128 %	4.04761904762 %	0.654409473356 %	0.21513087128 %	3.57142857143 %
df::program_options_lite::setDefaults	2772	1730	692	1	889	0	1	10	0	2770	831	692	17.1351559492 %	0.036075036075 %	36.7052023121 %	0.211782826338 %	0.036075036075 %	0.412881915772 %
TEncEntropy::encodeTerminatingBit	2750	1650	825	141	136	0	3	1	0	2606	1513	825	5.3014354067 %	5.12727272727 %	5.49494949495 %	0.0765550239234 %	0.109090909091 %	0.040404040404 %
TEncSbac::codeTerminatingBit	2750	1650	825	140	226	0	2	3	0	2608	1421	825	7.004784689 %	5.09090909091 %	9.13131313131 %	0.0956937799043 %	0.0727272727273 %	0.121212121212 %
std::ios_base::_M_call_callbacks	2736	1216	760	8	24	0	6	0	0	2722	1192	760	0.679117147708 %	0.292397660819 %	1.21457489879 %	0.127334465195 %	0.219298245614 %	0.0 %
__mpn_rshift	2712	908	528	16	0	1	7	0	0	2689	908	527	0.409836065574 %	0.589970501475 %	0.0696378830084 %	0.168756027001 %	0.258112094395 %	0.0 %
TEncSbac::determineCabacInitIdx	2700	594	1550	127	0	0	62	0	0	2511	594	1550	2.62180016515 %	4.7037037037 %	0.0 %	1.27993393889 %	2.2962962963 %	0.0 %
TEncBinCABAC::encodeBinTrm	2573	845	605	5	1	2	2	0	0	2566	844	603	0.198856574696 %	0.194325689856 %	0.206896551724 %	0.0497141436739 %	0.0777302759425 %	0.0 %
__GI_memcpy	2525	785	350	28	12	15	8	3	2	2489	770	333	1.50273224044 %	1.10891089109 %	2.37885462555 %	0.355191256831 %	0.316831683168 %	0.440528634361 %
TComPicYuv::copyToPic	2520	840	340	41	347	0	8	18	0	2471	475	340	10.4864864865 %	1.62698412698 %	29.406779661 %	0.702702702703 %	0.31746031746 %	1.52542372881 %
df::program_options_lite::OptionSpecific&	2508	627	1140	3	1	0	3	0	0	2502	626	1140	0.093567251462 %	0.11961722488 %	0.0565930956423 %	0.0701754385965 %	0.11961722488 %	0.0 %
TComSlice::resetWpScaling	2460	10	1920	6	0	537	5	0	537	2449	10	846	12.3690205011 %	0.243902439024 %	27.8238341969 %	12.3462414579 %	0.20325203252 %	27.8238341969 %
TComYuv::destroy	2451	627	741	4	37	0	2	0	0	2445	590	741	1.07357947107 %	0.16319869441 %	2.70467836257 %	0.0523697302959 %	0.0815993472052 %	0.0 %
wctob	2432	768	640	1	0	0	1	0	0	2430	768	640	0.0260416666667 %	0.0411184210526 %	0.0 %	0.0260416666667 %	0.0411184210526 %	0.0 %
_dl_runtime_resolve	2431	1326	1105	14	1	3	3	0	0	2414	1325	1102	0.370218017277 %	0.575894693542 %	0.164541341012 %	0.0617030028795 %	0.123406005759 %	0.0 %
std::basic_ios<char,	2340	936	468	10	7	0	2	0	0	2328	929	468	0.45405982906 %	0.42735042735 %	0.498575498575 %	0.0534188034188 %	0.0854700854701 %	0.0 %
initRasterToPelXY	2336	296	339	4	1	34	4	0	34	2328	295	271	1.31268933019 %	0.171232876712 %	5.51181102362 %	1.27903062942 %	0.171232876712 %	5.35433070866 %
std::num_put<char,	2281	968	830	9	53	0	4	0	0	2268	915	830	1.51998038735 %	0.394563787812 %	2.94771968854 %	0.0980632507968 %	0.175361683472 %	0.0 %
std::__basic_file<char>::fd	2272	947	758	11	185	181	6	1	1	2255	761	576	9.47950716621 %	0.484154929577 %	21.4662756598 %	0.201156650742 %	0.264084507042 %	0.117302052786 %
TComSlice::applyReferencePictureSet	2271	1012	415	52	20	0	29	4	0	2190	988	415	1.9469983775 %	2.28974020255 %	1.40154169587 %	0.892374256355 %	1.27697049758 %	0.280308339173 %
_dl_map_object	2262	501	385	23	12	5	23	0	5	2216	489	375	1.2706480305 %	1.01679929266 %	1.91873589165 %	0.889453621347 %	1.01679929266 %	0.564334085779 %
TComDataCU::~TComDataCU	2220	740	1036	1	5	0	1	0	0	2218	735	1036	0.15015015015 %	0.045045045045 %	0.281531531532 %	0.025025025025 %	0.045045045045 %	0.0 %
__default_morecore	2192	548	548	6	0	26	3	0	1	2183	548	521	0.973236009732 %	0.273722627737 %	2.37226277372 %	0.121654501217 %	0.136861313869 %	0.0912408759124 %
destroyROM	2183	446	441	3	27	0	3	14	0	2177	405	441	0.977198697068 %	0.137425561154 %	3.04396843292 %	0.553745928339 %	0.137425561154 %	1.57835400225 %
TComPic::getSubstreamForCtuAddr	2175	1160	435	19	134	0	4	1	0	2152	1025	435	4.05835543767 %	0.873563218391 %	8.4012539185 %	0.132625994695 %	0.183908045977 %	0.0626959247649 %
TEncSampleAdaptiveOffset::SAOProcess	2145	245	790	49	90	20	28	7	5	2068	148	765	5.0 %	2.28438228438 %	10.6280193237 %	1.25786163522 %	1.30536130536 %	1.15942028986 %
std::istreambuf_iterator<char,	2092	619	509	75	33	3	24	0	0	1993	586	506	3.44720496894 %	3.58508604207 %	3.1914893617 %	0.745341614907 %	1.14722753346 %	0.0 %
getenv	2043	681	66	4	112	0	4	0	0	2035	569	66	4.15770609319 %	0.195790504161 %	14.9933065596 %	0.143369175627 %	0.195790504161 %	0.0 %
fwrite	2041	727	449	24	15	2	8	2	0	2009	710	447	1.27447932857 %	1.17589416952 %	1.44557823129 %	0.310848616724 %	0.391964723175 %	0.170068027211 %
TEncBinCABACCounter::encodeBinTrm	2025	810	675	163	83	0	9	1	0	1853	726	675	7.00854700855 %	8.04938271605 %	5.58922558923 %	0.2849002849 %	0.444444444444 %	0.0673400673401 %
read_int	1975	755	325	25	1	0	12	1	0	1938	753	325	0.851063829787 %	1.26582278481 %	0.0925925925926 %	0.425531914894 %	0.607594936709 %	0.0925925925926 %
TComSlice::checkThatAllRefPicsAreAvailable	1974	983	405	50	85	0	28	9	0	1896	889	405	4.01546698394 %	2.53292806484 %	6.12391930836 %	1.1005353956 %	1.41843971631 %	0.648414985591 %
index	1906	220	72	7	10	0	7	10	0	1892	200	72	0.773430391265 %	0.367261280168 %	3.42465753425 %	0.773430391265 %	0.367261280168 %	3.42465753425 %
SyntaxElementWriter::xWriteFlag	1892	1032	688	6	0	5	2	0	0	1884	1032	683	0.304540420819 %	0.317124735729 %	0.290697674419 %	0.0553709856035 %	0.105708245243 %	0.0 %
TEncSlice::initEncSlice	1886	765	443	181	118	39	107	41	20	1598	606	384	10.9243697479 %	9.59703075292 %	12.9966887417 %	5.42986425339 %	5.67338282078 %	5.04966887417 %
TComPicSym::initCtuTsRsAddrMaps	1800	465	730	15	0	40	6	0	32	1779	465	658	1.83639398998 %	0.833333333333 %	3.34728033473 %	1.26878130217 %	0.333333333333 %	2.67782426778 %
std::istream&	1794	650	676	73	1	0	5	0	0	1716	649	676	2.37179487179 %	4.06911928651 %	0.0754147812971 %	0.160256410256 %	0.278706800446 %	0.0 %
TEncBinCABAC::init	1760	1320	440	154	0	0	2	0	0	1604	1320	440	4.375 %	8.75 %	0.0 %	0.0568181818182 %	0.113636363636 %	0.0 %
writeAnnexB	1758	479	541	51	77	16	49	3	0	1658	399	525	5.18358531317 %	2.90102389078 %	9.11764705882 %	1.87185025198 %	2.78725824801 %	0.294117647059 %
SyntaxElementWriter::xWriteCode	1746	776	582	7	2	1	2	1	0	1737	773	581	0.322164948454 %	0.400916380298 %	0.220913107511 %	0.0966494845361 %	0.114547537228 %	0.0736377025037 %
std::ios_base::Init::Init	1712	426	619	38	33	23	36	0	20	1638	393	576	3.40950308306 %	2.21962616822 %	5.35885167464 %	2.03119332608 %	2.10280373832 %	1.91387559809 %
fileno	1701	756	189	5	374	0	3	9	0	1693	373	189	14.3235071807 %	0.293944738389 %	39.5767195767 %	0.453514739229 %	0.176366843034 %	0.952380952381 %
strlen	1698	246	2	6	7	0	6	5	0	1686	234	2	0.668036998972 %	0.353356890459 %	2.82258064516 %	0.565262076053 %	0.353356890459 %	2.01612903226 %
df::program_options_lite::Option<unsigned	1676	497	838	49	7	0	11	0	0	1616	490	838	1.85984722683 %	2.92362768496 %	0.524344569288 %	0.365327133843 %	0.656324582339 %	0.0 %
std::num_get<char,	1664	650	676	11	18	18	6	0	0	1647	632	658	1.57190635452 %	0.661057692308 %	2.7149321267 %	0.200668896321 %	0.360576923077 %	0.0 %
__run_exit_handlers	1652	336	274	4	39	2	4	38	0	1644	259	272	1.98938992042 %	0.242130750605 %	6.72131147541 %	1.85676392573 %	0.242130750605 %	6.22950819672 %
_dl_load_cache_lookup	1637	457	241	17	39	0	17	35	0	1603	383	241	2.3982869379 %	1.0384850336 %	5.58739255014 %	2.22698072805 %	1.0384850336 %	5.01432664756 %
TEncSampleAdaptiveOffset::destroyEncData	1633	596	291	8	16	0	6	0	0	1619	580	291	0.952380952381 %	0.489895897122 %	1.80383314543 %	0.238095238095 %	0.367421922841 %	0.0 %
TEncCavlc::codeSliceHeader	1622	509	357	136	72	5	77	0	0	1409	437	352	8.56109324759 %	8.38471023428 %	8.89145496536 %	3.09485530547 %	4.74722564735 %	0.0 %
ContextModel::buildNextStateTable	1618	389	389	2	8	8	2	8	8	1614	373	373	0.751252086811 %	0.123609394314 %	2.05655526992 %	0.751252086811 %	0.123609394314 %	2.05655526992 %
std::num_get<char,	1598	482	400	55	6	0	21	0	0	1522	476	400	2.45967741935 %	3.44180225282 %	0.680272108844 %	0.846774193548 %	1.31414267835 %	0.0 %
TEncSampleAdaptiveOffset::createEncData	1564	444	591	12	9	36	12	0	32	1540	435	523	2.193151212 %	0.76726342711 %	4.34782608696 %	1.69295883032 %	0.76726342711 %	3.09178743961 %
__cxa_atexit	1564	408	544	4	0	30	2	0	15	1558	408	499	1.35135135135 %	0.255754475703 %	3.1512605042 %	0.675675675676 %	0.127877237852 %	1.5756302521 %
std::basic_stringbuf<char,	1540	616	462	16	0	0	10	0	0	1514	616	462	0.61115355233 %	1.03896103896 %	0.0 %	0.381970970206 %	0.649350649351 %	0.0 %
SAOOffset::~SAOOffset	1527	1527	0	6	0	0	2	0	0	1519	1527	0	0 %	0 %	0 %	0 %	0 %	0 %
_dl_important_hwcaps	1520	216	162	21	0	3	21	0	3	1478	216	156	1.26448893572 %	1.38157894737 %	0.793650793651 %	1.26448893572 %	1.38157894737 %	0.793650793651 %
TComReferencePictureSet::getDeltaPOC	1512	1512	0	1	5	0	0	2	0	1511	1505	0	0 %	0 %	0 %	0 %	0 %	0 %
std::string::_M_replace_safe	1510	1340	1330	10	5	152	10	2	63	1490	1333	1115	3.995215311 %	0.662251655629 %	5.88014981273 %	1.79425837321 %	0.662251655629 %	2.43445692884 %
__x86.get_pc_thunk.cx	1480	1480	0	5	0	0	5	0	0	1470	1480	0	0 %	0 %	0 %	0 %	0 %	0 %
_IO_padn	1480	440	360	23	0	6	10	0	1	1447	440	353	1.27192982456 %	1.55405405405 %	0.75 %	0.482456140351 %	0.675675675676 %	0.125 %
putchar	1450	500	375	30	29	0	15	0	0	1405	471	375	2.5376344086 %	2.06896551724 %	3.31428571429 %	0.645161290323 %	1.03448275862 %	0.0 %
TEncCavlc::codeShortTermRefPicSet	1429	267	682	8	21	0	8	0	0	1413	246	682	1.21951219512 %	0.559832050385 %	2.21285563751 %	0.336417157275 %	0.559832050385 %	0.0 %
std::basic_string<char,	1425	525	600	1	0	0	1	0	0	1423	525	600	0.0392156862745 %	0.0701754385965 %	0.0 %	0.0392156862745 %	0.0701754385965 %	0.0 %
__mpn_lshift	1394	563	298	22	0	6	9	0	1	1363	563	291	1.24168514412 %	1.57819225251 %	0.696864111498 %	0.443458980044 %	0.6456241033 %	0.116144018583 %
_dl_sysinfo_int80	1379	689	0	13	0	0	3	0	0	1363	689	0	0 %	0 %	0 %	0 %	0 %	0 %
__GI_memcmp	1377	461	147	7	1	0	7	1	0	1363	459	147	0.403022670025 %	0.508351488744 %	0.164473684211 %	0.403022670025 %	0.508351488744 %	0.164473684211 %
TComSlice::TComSlice	1350	30	840	41	0	102	39	0	102	1270	30	636	6.44144144144 %	3.03703703704 %	11.724137931 %	6.35135135135 %	2.88888888889 %	11.724137931 %
initRasterToZscan	1310	263	260	1	0	32	1	0	32	1308	263	196	1.80032733224 %	0.0763358778626 %	6.11854684512 %	1.80032733224 %	0.0763358778626 %	6.11854684512 %
df::program_options_lite::OptionSpecific&	1284	362	394	13	16	6	12	0	6	1259	346	382	1.71568627451 %	1.01246105919 %	2.91005291005 %	0.882352941176 %	0.934579439252 %	0.793650793651 %
dl_main	1282	322	258	68	71	28	68	25	20	1146	226	210	8.96885069817 %	5.30421216849 %	17.0689655172 %	6.06874328679 %	5.30421216849 %	7.75862068966 %
_dl_new_object	1263	260	302	17	7	45	17	7	45	1229	246	212	3.78082191781 %	1.34600158353 %	9.25266903915 %	3.78082191781 %	1.34600158353 %	9.25266903915 %
TComSlice::setRefPicList	1258	258	354	81	36	34	42	0	9	1135	222	311	8.07486631016 %	6.43879173291 %	11.4379084967 %	2.72727272727 %	3.3386327504 %	1.47058823529 %
__mpn_extract_double	1252	390	351	23	0	6	10	0	1	1219	390	344	1.45509282489 %	1.83706070288 %	0.80971659919 %	0.551931761164 %	0.798722044728 %	0.134952766532 %
0x001366ab	1234	1234	0	0	0	0	0	0	0	1234	1234	0	0 %	0 %	0 %	0 %	0 %	0 %
wctype_l	1230	217	382	3	4	0	3	0	0	1224	213	382	0.382722799344 %	0.243902439024 %	0.667779632721 %	0.164024056862 %	0.243902439024 %	0.0 %
std::locale::_Impl::_Impl	1226	179	638	84	62	58	84	1	52	1058	116	528	9.98531571219 %	6.8515497553 %	14.6878824969 %	6.7058247675 %	6.8515497553 %	6.48714810282 %
ProfileTierLevel::ProfileTierLevel	1218	63	357	4	0	32	2	0	29	1212	63	296	2.1978021978 %	0.328407224959 %	7.61904761905 %	1.89255189255 %	0.164203612479 %	6.90476190476 %
TEncSearch::init	1207	283	342	21	1	20	21	0	7	1165	282	315	2.29257641921 %	1.73985086993 %	3.36 %	1.52838427948 %	1.73985086993 %	1.12 %
TEncSbac::setSlice	1180	885	295	5	0	0	4	0	0	1171	885	295	0.21186440678 %	0.423728813559 %	0.0 %	0.169491525424 %	0.338983050847 %	0.0 %
__libc_memalign	1155	308	292	3	2	9	3	0	3	1149	306	280	0.797720797721 %	0.25974025974 %	1.83333333333 %	0.34188034188 %	0.25974025974 %	0.5 %
std::ctype<char>::_M_widen_init	1155	81	334	7	3	8	5	0	0	1143	78	326	1.14649681529 %	0.606060606061 %	2.65060240964 %	0.31847133758 %	0.4329004329 %	0.0 %
TEncTop::create	1145	485	423	11	30	18	11	0	0	1123	455	405	2.87384315636 %	0.960698689956 %	5.28634361233 %	0.535801266439 %	0.960698689956 %	0.0 %
df::program_options_lite::OptionSpecific&	1132	328	452	7	13	2	7	0	2	1118	315	448	1.15062761506 %	0.618374558304 %	1.92307692308 %	0.470711297071 %	0.618374558304 %	0.25641025641 %
std::string::swap	1120	640	240	7	1	0	6	0	0	1107	639	240	0.4 %	0.625 %	0.113636363636 %	0.3 %	0.535714285714 %	0.0 %
fflush	1113	378	273	32	9	0	12	3	0	1069	366	273	2.32426303855 %	2.87511230907 %	1.38248847926 %	0.850340136054 %	1.0781671159 %	0.460829493088 %
df::program_options_lite::Option<unsigned	1095	292	288	4	28	0	4	0	0	1087	264	288	1.91044776119 %	0.365296803653 %	4.8275862069 %	0.238805970149 %	0.365296803653 %	0.0 %
EnvVar::EnvVar	1085	310	404	20	9	0	20	0	0	1045	301	404	1.61200667037 %	1.84331797235 %	1.26050420168 %	1.11172873819 %	1.84331797235 %	0.0 %
TComPic::compressMotion	1070	455	300	7	37	0	5	0	0	1058	418	300	2.41095890411 %	0.654205607477 %	4.90066225166 %	0.27397260274 %	0.467289719626 %	0.0 %
open_verify	1061	268	195	12	10	0	12	8	0	1037	250	195	1.44356955381 %	1.13100848256 %	2.15982721382 %	1.31233595801 %	1.13100848256 %	1.72786177106 %
TComDataCU::~TComDataCU	1036	296	296	1	0	0	1	0	0	1034	296	296	0.0614250614251 %	0.0965250965251 %	0.0 %	0.0614250614251 %	0.0965250965251 %	0.0 %
mmap	1035	523	208	11	0	4	6	0	1	1018	523	203	0.849377123443 %	1.06280193237 %	0.547195622435 %	0.39637599094 %	0.579710144928 %	0.136798905609 %
TComScalingList::init	1023	174	234	2	2	10	2	0	6	1019	172	218	0.978336827393 %	0.19550342131 %	2.94117647059 %	0.559049615653 %	0.19550342131 %	1.47058823529 %
__read_nocancel	970	582	194	0	0	0	0	0	0	970	582	194	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %
std::istreambuf_iterator<char,	960	360	180	3	0	0	1	0	0	956	360	180	0.2 %	0.3125 %	0.0 %	0.0666666666667 %	0.104166666667 %	0.0 %
confirmPara	960	288	192	1	0	0	1	0	0	958	288	192	0.0694444444444 %	0.104166666667 %	0.0 %	0.0694444444444 %	0.104166666667 %	0.0 %
TEncCu::create	953	339	463	20	19	25	20	0	2	913	320	436	3.64672364672 %	2.09863588667 %	5.48628428928 %	1.25356125356 %	2.09863588667 %	0.249376558603 %
__write_nocancel	940	564	188	0	0	0	0	0	0	940	564	188	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %
TEncTop::selectReferencePictureSet	922	365	87	25	60	7	15	53	6	882	252	74	6.69577874818 %	2.7114967462 %	14.8230088496 %	5.38573508006 %	1.62689804772 %	13.0530973451 %
__writev_nocancel	920	552	184	2	0	0	2	0	0	916	552	184	0.12077294686 %	0.217391304348 %	0.0 %	0.12077294686 %	0.217391304348 %	0.0 %
std::string::push_back	918	351	243	10	0	0	3	0	0	905	351	243	0.661375661376 %	1.08932461874 %	0.0 %	0.198412698413 %	0.326797385621 %	0.0 %
TComReferencePictureSet::setUsed	915	732	183	1	0	1	1	0	0	913	732	182	0.109289617486 %	0.109289617486 %	0.109289617486 %	0.0546448087432 %	0.109289617486 %	0.0 %
TComReferencePictureSet::setDeltaPOC	915	732	183	0	0	2	0	0	0	915	732	181	0.109289617486 %	0.0 %	0.218579234973 %	0.0 %	0.0 %	0.0 %
std::ostream::operator<<	901	347	347	38	3	0	3	0	0	860	344	347	2.57053291536 %	4.21753607103 %	0.432276657061 %	0.188087774295 %	0.332963374029 %	0.0 %
_dl_mcount_wrapper_check	896	384	128	2	0	0	2	0	0	892	384	128	0.142045454545 %	0.223214285714 %	0.0 %	0.142045454545 %	0.223214285714 %	0.0 %
