BQMall__QP_32_nF_5_MSizeL1_16384_AssL1_4_MSizeLL_8388608_AssLL_2_Word_32	Instruction Read	Data Read	Data Write	 L1 Instruction Misses (Read)	L1 Data Misses (Read)	L1 Data Misses (Write)	LL Instruction Misses (Read)	LL Data Misses (Read)	LL Data Misses (Write)	Intruction Hits (Read)	Data Hits (Read)	Data Hits(Write)	L1 Miss Rate	L1 Instruction Miss Rate	L1 Data Miss Rate	LL Miss Rate	LL Instruction Miss Rate	LL Data Miss Rate
_dl_cache_libcmp	5775	1605	457	5	42	0	5	42	0	5765	1521	457	0.599719280337 %	0.0865800865801 %	2.03685741998 %	0.599719280337 %	0.0865800865801 %	2.03685741998 %
TEncCu::compressCtu	5600	2520	2520	420	1319	140	6	13	0	5174	1188	2380	17.6597744361 %	7.5 %	28.9484126984 %	0.178571428571 %	0.107142857143 %	0.257936507937 %
df::program_options_lite::Option<GOPEntry>::setDefault	5504	4416	4224	1	529	513	1	0	0	5502	3887	3711	7.37415158371 %	0.0181686046512 %	12.0601851852 %	0.00707013574661 %	0.0181686046512 %	0.0 %
df::program_options_lite::scanFile	5486	1761	1476	14	45	0	5	0	0	5467	1716	1476	0.67637280752 %	0.255195041925 %	1.39017608897 %	0.0573197294509 %	0.0911410864017 %	0.0 %
brk	5453	1703	1365	14	9	10	8	0	0	5431	1694	1355	0.38727848844 %	0.256739409499 %	0.619295958279 %	0.0938856941674 %	0.146708234 %	0.0 %
df::program_options_lite::Option<bool>::~Option	5391	1426	1416	4	137	0	4	0	0	5383	1289	1416	1.71261994413 %	0.074197736969 %	4.82054890922 %	0.048584962954 %	0.074197736969 %	0.0 %
df::program_options_lite::OptionSpecific&	5375	1625	2375	3	0	0	3	0	0	5369	1625	2375	0.032 %	0.0558139534884 %	0.0 %	0.032 %	0.0558139534884 %	0.0 %
0x000ca570	5225	2299	1463	158	21	1	2	0	0	5065	2278	1462	2.00289306776 %	3.02392344498 %	0.584795321637 %	0.0222543674196 %	0.0382775119617 %	0.0 %
_itoa_word	5072	1249	713	24	9	0	11	6	0	5037	1234	713	0.469149843617 %	0.473186119874 %	0.45871559633 %	0.241683252772 %	0.216876971609 %	0.305810397554 %
__strcmp_ssse3	5048	3155	0	38	53	0	11	5	0	4999	3097	0	0 %	0 %	0 %	0 %	0 %	0 %
__GI_strlen	5021	844	0	29	34	0	15	23	0	4977	787	0	0 %	0 %	0 %	0 %	0 %	0 %
TEncSbac::resetEntropy	5008	312	3340	227	35	4	105	5	0	4676	272	3336	3.07159353349 %	4.53274760383 %	1.06790799562 %	1.27020785219 %	2.09664536741 %	0.13691128149 %
std::__basic_file<char>::xsputn_2	4972	1750	1842	12	180	178	11	4	1	4949	1566	1663	4.32041102289 %	0.241351568785 %	9.96659242762 %	0.186828584773 %	0.221238938053 %	0.139198218263 %
TEncSbac::setBitstream	4840	2640	1760	148	629	0	7	1	0	4685	2010	1760	8.40909090909 %	3.05785123967 %	14.2954545455 %	0.0865800865801 %	0.144628099174 %	0.0227272727273 %
_dl_map_object_from_fd	4776	1278	794	49	46	51	49	46	51	4678	1186	692	2.13200934579 %	1.02596314908 %	4.68146718147 %	2.13200934579 %	1.02596314908 %	4.68146718147 %
TComTrQuant::initScalingList	4516	1070	1335	4	2	55	4	1	55	4508	1067	1225	0.881375523768 %	0.088573959256 %	2.37006237006 %	0.86692674469 %	0.088573959256 %	2.32848232848 %
finite	4440	1480	0	10	0	0	10	0	0	4420	1480	0	0 %	0 %	0 %	0 %	0 %	0 %
_IO_do_write@@GLIBC_2.1	4421	1543	1172	40	9	7	15	1	1	4366	1533	1164	0.784753363229 %	0.904772675865 %	0.589318600368 %	0.238228699552 %	0.339289753449 %	0.073664825046 %
df::program_options_lite::storePair	4408	1444	988	74	213	0	4	0	0	4330	1231	988	4.19590643275 %	1.67876588022 %	8.75822368421 %	0.0584795321637 %	0.0907441016334 %	0.0 %
TComYuv::create	4389	1026	1083	3	0	20	3	0	0	4383	1026	1063	0.353955063096 %	0.0683526999316 %	0.94831673779 %	0.0461680517082 %	0.0683526999316 %	0.0 %
std::ios_base::~ios_base	4292	1381	1687	43	120	0	11	5	0	4238	1256	1687	2.21467391304 %	1.0018639329 %	3.91134289439 %	0.217391304348 %	0.256290773532 %	0.1629726206 %
df::program_options_lite::Option<int>::parse	4260	1262	2130	143	6	0	13	0	0	4104	1256	2130	1.94720334553 %	3.35680751174 %	0.176886792453 %	0.169890224778 %	0.305164319249 %	0.0 %
TComPicSym::destroy	4215	1390	1105	6	50	0	6	25	0	4203	1315	1105	0.834575260805 %	0.142348754448 %	2.00400801603 %	0.461997019374 %	0.142348754448 %	1.00200400802 %
TComDataCU::compressMV	4200	1120	1680	10	210	0	4	0	0	4186	910	1680	3.14285714286 %	0.238095238095 %	7.5 %	0.0571428571429 %	0.0952380952381 %	0.0 %
match_symbol	4112	1675	380	5	85	0	5	83	0	4102	1507	380	1.45938057402 %	0.121595330739 %	4.13625304136 %	1.4269498946 %	0.121595330739 %	4.03892944039 %
TComPicSym::xCalculateNextCtuRSAddr	4100	2060	840	10	0	0	4	0	0	4086	2060	840	0.142857142857 %	0.243902439024 %	0.0 %	0.0571428571429 %	0.0975609756098 %	0.0 %
0x00019b2c	3968	3968	0	0	0	0	0	0	0	3968	3968	0	0 %	0 %	0 %	0 %	0 %	0 %
df::program_options_lite::Option<bool>::parse	3956	1172	1978	81	1	0	12	0	0	3863	1171	1978	1.15395440473 %	2.04752275025 %	0.031746031746 %	0.168871376302 %	0.303336703741 %	0.0 %
_IO_file_write@@GLIBC_2.1	3666	1128	752	24	0	8	8	0	1	3634	1128	743	0.576992426974 %	0.654664484452 %	0.425531914894 %	0.162279120087 %	0.218221494817 %	0.0531914893617 %
__new_exitfn	3624	752	759	8	12	8	5	1	2	3611	739	749	0.545277507303 %	0.220750551876 %	1.32362673726 %	0.155793573515 %	0.137969094923 %	0.198544010589 %
std::num_get<char,	3593	1554	1360	5	2	0	4	0	0	3584	1552	1360	0.107576456124 %	0.13915947676 %	0.0686341798216 %	0.0614722606424 %	0.111327581408 %	0.0 %
TComReferencePictureSet::TComReferencePictureSet	3480	150	1980	17	0	166	13	0	160	3450	150	1654	3.26203208556 %	0.488505747126 %	7.79342723005 %	3.08377896613 %	0.373563218391 %	7.5117370892 %
0x000ca760	3448	1432	288	6	0	0	1	0	0	3441	1432	288	0.116099071207 %	0.174013921114 %	0.0 %	0.0193498452012 %	0.0290023201856 %	0.0 %
____strtod_l_internal	3399	840	685	162	23	26	63	6	6	3174	811	653	4.28513403737 %	4.76610767873 %	3.2131147541 %	1.52315190902 %	1.85348631951 %	0.786885245902 %
TEncEntropy::setEntropyCoder	3355	1830	1220	240	590	295	4	14	2	3111	1226	923	17.5644028103 %	7.15350223547 %	29.0163934426 %	0.312256049961 %	0.119225037258 %	0.524590163934 %
SyntaxElementWriter::xWriteUvlc	3313	1079	1079	18	0	0	8	0	0	3287	1079	1079	0.32900749406 %	0.543314216722 %	0.0 %	0.146225552915 %	0.24147298521 %	0.0 %
__gnu_cxx::stdio_sync_filebuf<char,	3252	1220	1017	6	3	0	3	0	0	3243	1217	1017	0.163964292221 %	0.184501845018 %	0.134108180599 %	0.0546547640736 %	0.0922509225092 %	0.0 %
TComTrQuant::destroyScalingList	3205	874	870	2	56	0	2	0	0	3201	818	870	1.17195393009 %	0.0624024960998 %	3.21100917431 %	0.0404122044858 %	0.0624024960998 %	0.0 %
std::ctype<wchar_t>::_M_initialize_ctype	3189	414	1231	8	4	38	8	0	38	3173	410	1155	1.03434009102 %	0.250862339291 %	2.55319148936 %	0.95159288374 %	0.250862339291 %	2.31003039514 %
TEncSbac::codeSAOSign	3090	1854	927	6	0	0	3	0	0	3081	1854	927	0.102197240675 %	0.194174757282 %	0.0 %	0.0510986203373 %	0.0970873786408 %	0.0 %
TComReferencePictureSet::sortDeltaPOC	3052	283	1733	8	0	0	8	0	0	3036	283	1733	0.157853196527 %	0.262123197903 %	0.0 %	0.157853196527 %	0.262123197903 %	0.0 %
0x000f34a0	3047	745	400	4	17	0	2	0	0	3041	728	400	0.500954198473 %	0.131276665573 %	1.48471615721 %	0.0477099236641 %	0.0656383327863 %	0.0 %
_dl_map_object_deps	3043	704	422	34	11	2	34	0	2	2975	693	418	1.12736867354 %	1.11731843575 %	1.15452930728 %	0.863516430799 %	1.11731843575 %	0.177619893428 %
std::string::find	3016	415	411	5	3	0	5	1	0	3006	411	411	0.208224882874 %	0.165782493369 %	0.363196125908 %	0.156168662155 %	0.165782493369 %	0.121065375303 %
std::ios_base::_M_dispose_callbacks	2907	1224	918	174	0	0	6	0	0	2727	1224	918	3.44622697564 %	5.98555211558 %	0.0 %	0.118835412953 %	0.206398348813 %	0.0 %
df::program_options_lite::Option<GOPEntry>::~Option	2880	832	768	4	72	0	4	0	0	2872	760	768	1.69642857143 %	0.138888888889 %	4.5 %	0.0892857142857 %	0.138888888889 %	0.0 %
TComPicYuv::destroy	2824	612	818	19	50	23	7	12	11	2798	550	784	2.16267042783 %	0.672804532578 %	5.1048951049 %	0.705218617772 %	0.247875354108 %	1.60839160839 %
std::__basic_file<char>::xsgetn	2821	974	1071	36	188	89	10	0	2	2775	786	980	6.43238799836 %	1.27614321163 %	13.5452322738 %	0.246609124538 %	0.354484225452 %	0.0977995110024 %
intel_check_word	2789	312	108	6	16	1	6	15	0	2777	281	107	0.716734185104 %	0.21513087128 %	4.04761904762 %	0.654409473356 %	0.21513087128 %	3.57142857143 %
df::program_options_lite::setDefaults	2772	1730	692	1	885	0	1	10	0	2770	835	692	17.0581440123 %	0.036075036075 %	36.5400495458 %	0.211782826338 %	0.036075036075 %	0.412881915772 %
std::ios_base::_M_call_callbacks	2754	1224	765	8	25	0	6	2	0	2740	1197	765	0.695762175838 %	0.290486564996 %	1.25691302162 %	0.168669618385 %	0.217864923747 %	0.10055304173 %
TEncEntropy::encodeTerminatingBit	2750	1650	825	141	127	0	3	1	0	2606	1522	825	5.12918660287 %	5.12727272727 %	5.13131313131 %	0.0765550239234 %	0.109090909091 %	0.040404040404 %
TEncSbac::codeTerminatingBit	2750	1650	825	140	184	0	2	3	0	2608	1463	825	6.2009569378 %	5.09090909091 %	7.43434343434 %	0.0956937799043 %	0.0727272727273 %	0.121212121212 %
__mpn_rshift	2724	910	530	16	0	5	7	0	0	2701	910	525	0.504322766571 %	0.587371512482 %	0.347222222222 %	0.168107588857 %	0.256975036711 %	0.0 %
TEncSbac::determineCabacInitIdx	2700	594	1550	127	0	0	83	0	0	2490	594	1550	2.62180016515 %	4.7037037037 %	0.0 %	1.71345995045 %	3.07407407407 %	0.0 %
__GI_memcpy	2583	803	358	28	10	9	8	5	1	2547	788	348	1.25534188034 %	1.08401084011 %	1.63652024117 %	0.373931623932 %	0.309717382888 %	0.516795865633 %
TEncBinCABAC::encodeBinTrm	2559	845	595	5	0	0	2	0	0	2552	845	595	0.125031257814 %	0.195388823759 %	0.0 %	0.0500125031258 %	0.0781555295037 %	0.0 %
TComPicYuv::copyToPic	2520	840	340	41	344	0	8	23	0	2471	473	340	10.4054054054 %	1.62698412698 %	29.1525423729 %	0.837837837838 %	0.31746031746 %	1.94915254237 %
df::program_options_lite::OptionSpecific&	2508	627	1140	3	0	0	3	0	0	2502	627	1140	0.0701754385965 %	0.11961722488 %	0.0 %	0.0701754385965 %	0.11961722488 %	0.0 %
TComSlice::resetWpScaling	2460	10	1920	6	0	537	5	0	537	2449	10	846	12.3690205011 %	0.243902439024 %	27.8238341969 %	12.3462414579 %	0.20325203252 %	27.8238341969 %
TComYuv::destroy	2451	627	741	4	38	0	2	0	0	2445	589	741	1.09976433621 %	0.16319869441 %	2.77777777778 %	0.0523697302959 %	0.0815993472052 %	0.0 %
wctob	2432	768	640	1	0	0	1	0	0	2430	768	640	0.0260416666667 %	0.0411184210526 %	0.0 %	0.0260416666667 %	0.0411184210526 %	0.0 %
_dl_runtime_resolve	2431	1326	1105	14	0	2	3	0	1	2414	1326	1102	0.329082682024 %	0.575894693542 %	0.082270670506 %	0.082270670506 %	0.123406005759 %	0.041135335253 %
std::basic_ios<char,	2370	948	474	10	5	0	2	0	0	2358	943	474	0.395569620253 %	0.42194092827 %	0.351617440225 %	0.0527426160338 %	0.084388185654 %	0.0 %
initRasterToPelXY	2336	296	339	4	1	34	4	0	34	2328	295	271	1.31268933019 %	0.171232876712 %	5.51181102362 %	1.27903062942 %	0.171232876712 %	5.35433070866 %
std::num_put<char,	2281	968	830	9	2	0	4	0	0	2268	966	830	0.269673939691 %	0.394563787812 %	0.111234705228 %	0.0980632507968 %	0.175361683472 %	0.0 %
std::__basic_file<char>::fd	2272	947	758	11	272	180	6	3	3	2255	672	575	11.6419411617 %	0.484154929577 %	26.5102639296 %	0.301734976113 %	0.264084507042 %	0.351906158358 %
TComSlice::applyReferencePictureSet	2271	1012	415	52	20	0	29	5	0	2190	987	415	1.9469983775 %	2.28974020255 %	1.40154169587 %	0.919415900487 %	1.27697049758 %	0.350385423966 %
_dl_map_object	2262	501	385	23	0	3	23	0	3	2216	501	379	0.825921219822 %	1.01679929266 %	0.338600451467 %	0.825921219822 %	1.01679929266 %	0.338600451467 %
TComDataCU::~TComDataCU	2220	740	1036	1	0	0	1	0	0	2218	740	1036	0.025025025025 %	0.045045045045 %	0.0 %	0.025025025025 %	0.045045045045 %	0.0 %
__default_morecore	2192	548	548	6	0	26	3	0	2	2183	548	520	0.973236009732 %	0.273722627737 %	2.37226277372 %	0.152068126521 %	0.136861313869 %	0.182481751825 %
destroyROM	2183	446	441	3	28	0	3	15	0	2177	403	441	1.00977198697 %	0.137425561154 %	3.15670800451 %	0.586319218241 %	0.137425561154 %	1.69109357384 %
TComPic::getSubstreamForCtuAddr	2175	1160	435	19	0	0	4	0	0	2152	1160	435	0.503978779841 %	0.873563218391 %	0.0 %	0.106100795756 %	0.183908045977 %	0.0 %
TEncSampleAdaptiveOffset::SAOProcess	2145	245	790	49	63	15	28	2	2	2068	180	773	3.99371069182 %	2.28438228438 %	7.53623188406 %	1.00628930818 %	1.30536130536 %	0.386473429952 %
std::istreambuf_iterator<char,	2092	619	509	75	11	3	24	0	0	1993	608	506	2.76397515528 %	3.58508604207 %	1.24113475177 %	0.745341614907 %	1.14722753346 %	0.0 %
getenv	2043	681	66	4	69	0	4	2	0	2035	610	66	2.6164874552 %	0.195790504161 %	9.23694779116 %	0.215053763441 %	0.195790504161 %	0.267737617135 %
fwrite	2041	727	449	24	14	1	8	2	0	2009	711	448	1.21230960522 %	1.17589416952 %	1.27551020408 %	0.310848616724 %	0.391964723175 %	0.170068027211 %
TEncBinCABACCounter::encodeBinTrm	2025	810	675	162	66	0	9	1	0	1854	743	675	6.49572649573 %	8.0 %	4.44444444444 %	0.2849002849 %	0.444444444444 %	0.0673400673401 %
read_int	1975	755	325	25	1	0	12	1	0	1938	753	325	0.851063829787 %	1.26582278481 %	0.0925925925926 %	0.425531914894 %	0.607594936709 %	0.0925925925926 %
TComSlice::checkThatAllRefPicsAreAvailable	1974	983	405	50	85	0	28	12	0	1896	886	405	4.01546698394 %	2.53292806484 %	6.12391930836 %	1.18976799524 %	1.41843971631 %	0.864553314121 %
index	1906	220	72	7	10	0	7	10	0	1892	200	72	0.773430391265 %	0.367261280168 %	3.42465753425 %	0.773430391265 %	0.367261280168 %	3.42465753425 %
SyntaxElementWriter::xWriteFlag	1892	1032	688	6	0	0	2	0	0	1884	1032	688	0.166112956811 %	0.317124735729 %	0.0 %	0.0553709856035 %	0.105708245243 %	0.0 %
TEncSlice::initEncSlice	1886	765	443	181	113	38	139	37	21	1566	615	384	10.7304460246 %	9.59703075292 %	12.5 %	6.36716224952 %	7.37009544008 %	4.80132450331 %
TComPicSym::initCtuTsRsAddrMaps	1800	465	730	15	0	40	6	0	32	1779	465	658	1.83639398998 %	0.833333333333 %	3.34728033473 %	1.26878130217 %	0.333333333333 %	2.67782426778 %
std::istream&	1794	650	676	73	0	0	5	0	0	1716	650	676	2.33974358974 %	4.06911928651 %	0.0 %	0.160256410256 %	0.278706800446 %	0.0 %
TEncBinCABAC::init	1760	1320	440	154	0	0	7	0	0	1599	1320	440	4.375 %	8.75 %	0.0 %	0.198863636364 %	0.397727272727 %	0.0 %
writeAnnexB	1758	479	541	51	55	6	49	3	0	1658	421	535	4.0316774658 %	2.90102389078 %	5.98039215686 %	1.87185025198 %	2.78725824801 %	0.294117647059 %
SyntaxElementWriter::xWriteCode	1746	776	582	7	1	1	3	1	0	1736	774	581	0.289948453608 %	0.400916380298 %	0.147275405007 %	0.128865979381 %	0.171821305842 %	0.0736377025037 %
std::ios_base::Init::Init	1712	426	619	38	25	23	36	0	20	1638	401	576	3.11933260791 %	2.21962616822 %	4.59330143541 %	2.03119332608 %	2.10280373832 %	1.91387559809 %
fileno	1701	756	189	5	371	0	3	10	0	1693	375	189	14.2101284958 %	0.293944738389 %	39.2592592593 %	0.491307634165 %	0.176366843034 %	1.0582010582 %
strlen	1693	244	2	6	6	0	6	5	0	1681	233	2	0.618875709128 %	0.354400472534 %	2.43902439024 %	0.567302733368 %	0.354400472534 %	2.0325203252 %
df::program_options_lite::Option<unsigned	1676	497	838	49	2	0	11	0	0	1616	495	838	1.69378943872 %	2.92362768496 %	0.149812734082 %	0.365327133843 %	0.656324582339 %	0.0 %
std::num_get<char,	1664	650	676	11	0	7	6	0	0	1647	650	669	0.602006688963 %	0.661057692308 %	0.52790346908 %	0.200668896321 %	0.360576923077 %	0.0 %
__run_exit_handlers	1652	336	274	4	39	1	4	38	0	1644	259	273	1.94518125553 %	0.242130750605 %	6.55737704918 %	1.85676392573 %	0.242130750605 %	6.22950819672 %
_dl_load_cache_lookup	1637	457	241	17	36	0	17	35	0	1603	386	241	2.26980728051 %	1.0384850336 %	5.15759312321 %	2.22698072805 %	1.0384850336 %	5.01432664756 %
TEncSampleAdaptiveOffset::destroyEncData	1633	596	291	8	15	0	6	0	0	1619	581	291	0.912698412698 %	0.489895897122 %	1.69109357384 %	0.238095238095 %	0.367421922841 %	0.0 %
TEncCavlc::codeSliceHeader	1622	509	357	136	71	1	77	0	0	1409	438	356	8.36012861736 %	8.38471023428 %	8.31408775982 %	3.09485530547 %	4.74722564735 %	0.0 %
ContextModel::buildNextStateTable	1618	389	389	2	8	8	2	8	8	1614	373	373	0.751252086811 %	0.123609394314 %	2.05655526992 %	0.751252086811 %	0.123609394314 %	2.05655526992 %
std::num_get<char,	1598	482	400	55	4	0	21	0	0	1522	478	400	2.37903225806 %	3.44180225282 %	0.453514739229 %	0.846774193548 %	1.31414267835 %	0.0 %
TEncSampleAdaptiveOffset::createEncData	1564	444	591	12	3	34	12	0	32	1540	441	525	1.88534051558 %	0.76726342711 %	3.57487922705 %	1.69295883032 %	0.76726342711 %	3.09178743961 %
__cxa_atexit	1564	408	544	4	0	24	2	0	15	1558	408	505	1.11287758347 %	0.255754475703 %	2.52100840336 %	0.675675675676 %	0.127877237852 %	1.5756302521 %
std::basic_stringbuf<char,	1540	616	462	16	0	0	10	0	0	1514	616	462	0.61115355233 %	1.03896103896 %	0.0 %	0.381970970206 %	0.649350649351 %	0.0 %
SAOOffset::~SAOOffset	1527	1527	0	6	0	0	2	0	0	1519	1527	0	0 %	0 %	0 %	0 %	0 %	0 %
_dl_important_hwcaps	1520	216	162	21	0	3	21	0	3	1478	216	156	1.26448893572 %	1.38157894737 %	0.793650793651 %	1.26448893572 %	1.38157894737 %	0.793650793651 %
TComReferencePictureSet::getDeltaPOC	1512	1512	0	1	4	0	0	2	0	1511	1506	0	0 %	0 %	0 %	0 %	0 %	0 %
std::string::_M_replace_safe	1510	1340	1330	10	2	145	10	2	63	1490	1336	1122	3.75598086124 %	0.662251655629 %	5.50561797753 %	1.79425837321 %	0.662251655629 %	2.43445692884 %
__x86.get_pc_thunk.cx	1480	1480	0	5	0	0	5	0	0	1470	1480	0	0 %	0 %	0 %	0 %	0 %	0 %
putchar	1450	500	375	30	28	5	15	0	0	1405	472	370	2.70967741935 %	2.06896551724 %	3.77142857143 %	0.645161290323 %	1.03448275862 %	0.0 %
std::basic_string<char,	1444	532	608	1	0	0	1	0	0	1442	532	608	0.0386996904025 %	0.0692520775623 %	0.0 %	0.0386996904025 %	0.0692520775623 %	0.0 %
_IO_padn	1443	429	351	24	0	1	11	0	1	1408	429	349	1.12460638776 %	1.6632016632 %	0.128205128205 %	0.539811066127 %	0.762300762301 %	0.128205128205 %
TEncCavlc::codeShortTermRefPicSet	1429	267	682	8	21	0	8	0	0	1413	246	682	1.21951219512 %	0.559832050385 %	2.21285563751 %	0.336417157275 %	0.559832050385 %	0.0 %
__mpn_lshift	1394	563	298	22	0	1	9	0	0	1363	563	297	1.0199556541 %	1.57819225251 %	0.116144018583 %	0.39911308204 %	0.6456241033 %	0.0 %
_dl_sysinfo_int80	1379	689	0	13	0	0	3	0	0	1363	689	0	0 %	0 %	0 %	0 %	0 %	0 %
__GI_memcmp	1377	461	147	7	1	0	7	1	0	1363	459	147	0.403022670025 %	0.508351488744 %	0.164473684211 %	0.403022670025 %	0.508351488744 %	0.164473684211 %
TComSlice::TComSlice	1350	30	840	41	0	102	39	0	102	1270	30	636	6.44144144144 %	3.03703703704 %	11.724137931 %	6.35135135135 %	2.88888888889 %	11.724137931 %
initRasterToZscan	1310	263	260	1	0	32	1	0	32	1308	263	196	1.80032733224 %	0.0763358778626 %	6.11854684512 %	1.80032733224 %	0.0763358778626 %	6.11854684512 %
df::program_options_lite::OptionSpecific&	1284	362	394	13	11	6	12	0	6	1259	351	382	1.47058823529 %	1.01246105919 %	2.24867724868 %	0.882352941176 %	0.934579439252 %	0.793650793651 %
dl_main	1282	322	258	68	55	24	68	25	19	1146	242	215	7.89473684211 %	5.30421216849 %	13.6206896552 %	6.01503759398 %	5.30421216849 %	7.58620689655 %
_dl_new_object	1263	260	302	17	7	47	17	7	47	1229	246	208	3.8904109589 %	1.34600158353 %	9.60854092527 %	3.8904109589 %	1.34600158353 %	9.60854092527 %
TComSlice::setRefPicList	1258	258	354	81	35	37	42	0	9	1135	223	308	8.18181818182 %	6.43879173291 %	11.7647058824 %	2.72727272727 %	3.3386327504 %	1.47058823529 %
__mpn_extract_double	1252	390	351	23	0	1	10	0	0	1219	390	350	1.20421475163 %	1.83706070288 %	0.134952766532 %	0.501756146513 %	0.798722044728 %	0.0 %
0x001366ab	1234	1234	0	0	0	0	0	0	0	1234	1234	0	0 %	0 %	0 %	0 %	0 %	0 %
wctype_l	1230	217	382	3	4	0	3	0	0	1224	213	382	0.382722799344 %	0.243902439024 %	0.667779632721 %	0.164024056862 %	0.243902439024 %	0.0 %
std::locale::_Impl::_Impl	1226	179	638	84	46	53	84	1	52	1058	132	533	8.95741556535 %	6.8515497553 %	12.11750306 %	6.7058247675 %	6.8515497553 %	6.48714810282 %
ProfileTierLevel::ProfileTierLevel	1218	63	357	4	0	30	2	0	28	1212	63	299	2.0757020757 %	0.328407224959 %	7.14285714286 %	1.8315018315 %	0.164203612479 %	6.66666666667 %
TEncSearch::init	1207	283	342	21	1	18	21	0	9	1165	282	315	2.18340611354 %	1.73985086993 %	3.04 %	1.63755458515 %	1.73985086993 %	1.44 %
TEncSbac::setSlice	1180	885	295	5	0	140	4	0	1	1171	885	154	6.14406779661 %	0.423728813559 %	11.8644067797 %	0.21186440678 %	0.338983050847 %	0.0847457627119 %
__libc_memalign	1155	308	292	3	2	5	3	0	1	1149	306	286	0.569800569801 %	0.25974025974 %	1.16666666667 %	0.22792022792 %	0.25974025974 %	0.166666666667 %
std::ctype<char>::_M_widen_init	1155	81	334	7	3	8	5	0	0	1143	78	326	1.14649681529 %	0.606060606061 %	2.65060240964 %	0.31847133758 %	0.4329004329 %	0.0 %
TEncTop::create	1145	485	423	11	23	7	11	0	0	1123	462	416	1.99707744764 %	0.960698689956 %	3.30396475771 %	0.535801266439 %	0.960698689956 %	0.0 %
df::program_options_lite::OptionSpecific&	1132	328	452	7	13	2	7	0	2	1118	315	448	1.15062761506 %	0.618374558304 %	1.92307692308 %	0.470711297071 %	0.618374558304 %	0.25641025641 %
std::string::swap	1120	640	240	7	1	0	6	0	0	1107	639	240	0.4 %	0.625 %	0.113636363636 %	0.3 %	0.535714285714 %	0.0 %
fflush	1113	378	273	32	8	0	12	3	0	1069	367	273	2.26757369615 %	2.87511230907 %	1.22887864823 %	0.850340136054 %	1.0781671159 %	0.460829493088 %
df::program_options_lite::Option<unsigned	1095	292	288	4	28	0	4	0	0	1087	264	288	1.91044776119 %	0.365296803653 %	4.8275862069 %	0.238805970149 %	0.365296803653 %	0.0 %
EnvVar::EnvVar	1085	310	404	20	6	0	20	0	0	1045	304	404	1.44524735964 %	1.84331797235 %	0.840336134454 %	1.11172873819 %	1.84331797235 %	0.0 %
TComPic::compressMotion	1070	455	300	7	19	0	5	0	0	1058	436	300	1.42465753425 %	0.654205607477 %	2.51655629139 %	0.27397260274 %	0.467289719626 %	0.0 %
open_verify	1061	268	195	12	7	0	12	7	0	1037	254	195	1.2467191601 %	1.13100848256 %	1.51187904968 %	1.2467191601 %	1.13100848256 %	1.51187904968 %
TComDataCU::~TComDataCU	1036	296	296	1	0	0	1	0	0	1034	296	296	0.0614250614251 %	0.0965250965251 %	0.0 %	0.0614250614251 %	0.0965250965251 %	0.0 %
mmap	1035	523	208	11	0	5	6	0	3	1018	523	200	0.906002265006 %	1.06280193237 %	0.683994528044 %	0.509626274066 %	0.579710144928 %	0.410396716826 %
TComScalingList::init	1023	174	234	2	2	9	2	0	6	1019	172	219	0.908455625437 %	0.19550342131 %	2.69607843137 %	0.559049615653 %	0.19550342131 %	1.47058823529 %
std::istreambuf_iterator<char,	976	366	183	4	0	0	1	0	0	971	366	183	0.262295081967 %	0.409836065574 %	0.0 %	0.0655737704918 %	0.102459016393 %	0.0 %
__read_nocancel	970	582	194	0	0	0	0	0	0	970	582	194	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %
confirmPara	960	288	192	1	0	0	1	0	0	958	288	192	0.0694444444444 %	0.104166666667 %	0.0 %	0.0694444444444 %	0.104166666667 %	0.0 %
TEncCu::create	953	339	463	20	12	19	20	0	2	913	327	442	2.90598290598 %	2.09863588667 %	3.86533665835 %	1.25356125356 %	2.09863588667 %	0.249376558603 %
__write_nocancel	940	564	188	0	0	0	0	0	0	940	564	188	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %
TEncTop::selectReferencePictureSet	922	365	87	25	61	7	20	30	6	877	274	74	6.76855895197 %	2.7114967462 %	15.0442477876 %	4.07569141194 %	2.16919739696 %	7.96460176991 %
__writev_nocancel	920	552	184	2	0	0	2	0	0	916	552	184	0.12077294686 %	0.217391304348 %	0.0 %	0.12077294686 %	0.217391304348 %	0.0 %
std::string::push_back	918	351	243	10	0	0	3	0	0	905	351	243	0.661375661376 %	1.08932461874 %	0.0 %	0.198412698413 %	0.326797385621 %	0.0 %
TComReferencePictureSet::setUsed	915	732	183	1	0	0	1	0	0	913	732	183	0.0546448087432 %	0.109289617486 %	0.0 %	0.0546448087432 %	0.109289617486 %	0.0 %
TComReferencePictureSet::setDeltaPOC	915	732	183	0	0	0	0	0	0	915	732	183	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %
std::ostream::operator<<	901	347	347	38	3	0	3	0	0	860	344	347	2.57053291536 %	4.21753607103 %	0.432276657061 %	0.188087774295 %	0.332963374029 %	0.0 %
std::basic_stringbuf<char,	900	450	0	2	0	0	2	0	0	896	450	0	0 %	0 %	0 %	0 %	0 %	0 %
_dl_mcount_wrapper_check	896	384	128	2	0	0	2	0	0	892	384	128	0.142045454545 %	0.223214285714 %	0.0 %	0.142045454545 %	0.223214285714 %	0.0 %
