BasketballPass__QP_42_nF_2_SR_16_MSizeL1_8192_AssL1_8_MSizeLL_4194304_AssLL_8_Word_64	Instruction Read	Data Read	Data Write	 L1 Instruction Misses (Read)	L1 Data Misses (Read)	L1 Data Misses (Write)	LL Instruction Misses (Read)	LL Data Misses (Read)	LL Data Misses (Write)	Intruction Hits (Read)	Data Hits (Read)	Data Hits(Write)	L1 Miss Rate	L1 Instruction Miss Rate	L1 Data Miss Rate	LL Miss Rate	LL Instruction Miss Rate	LL Data Miss Rate
_dl_map_object_deps	3043	704	422	34	24	3	34	0	2	2975	680	417	1.46318061885 %	1.11731843575 %	2.39786856128 %	0.863516430799 %	1.11731843575 %	0.177619893428 %
std::basic_filebuf<char,	3018	1048	884	27	165	72	12	2	0	2979	881	812	5.33333333333 %	0.894632206759 %	12.2670807453 %	0.282828282828 %	0.397614314115 %	0.103519668737 %
std::string::find	3016	415	411	5	5	0	5	1	0	3006	409	411	0.260281103592 %	0.165782493369 %	0.605326876513 %	0.156168662155 %	0.165782493369 %	0.121065375303 %
df::program_options_lite::Option<GOPEntry>::~Option	2880	832	768	4	59	0	4	0	0	2872	773	768	1.40625 %	0.138888888889 %	3.6875 %	0.0892857142857 %	0.138888888889 %	0.0 %
std::ios_base::_M_dispose_callbacks	2831	1192	894	173	0	0	6	0	0	2652	1192	894	3.51840553183 %	6.11091487107 %	0.0 %	0.122025625381 %	0.211939244083 %	0.0 %
intel_check_word	2789	312	108	6	10	0	6	9	0	2777	293	108	0.498597693986 %	0.21513087128 %	2.38095238095 %	0.467435338112 %	0.21513087128 %	2.14285714286 %
df::program_options_lite::setDefaults	2772	1730	692	1	684	0	1	6	0	2770	1040	692	13.1882941856 %	0.036075036075 %	28.2411230388 %	0.134770889488 %	0.036075036075 %	0.247729149463 %
TEncSearch::xGetIntraBitsQTChroma	2752	1376	1118	111	258	0	1	0	0	2640	1118	1118	7.0339306138 %	4.03343023256 %	10.3448275862 %	0.0190621425848 %	0.0363372093023 %	0.0 %
std::ios_base::_M_call_callbacks	2682	1192	745	8	66	0	6	1	0	2668	1125	745	1.60207837194 %	0.298284862043 %	3.40733092411 %	0.151547954103 %	0.223713646532 %	0.0516262261229 %
TComPicSym::create	2648	680	1098	22	112	118	22	0	5	2604	568	975	5.69362855852 %	0.83081570997 %	12.9358830146 %	0.61003163127 %	0.83081570997 %	0.281214848144 %
SyntaxElementWriter::xWriteUvlc	2565	832	832	9	0	0	6	0	0	2550	832	832	0.212816268621 %	0.350877192982 %	0.0 %	0.141877512414 %	0.233918128655 %	0.0 %
df::program_options_lite::OptionSpecific&	2508	627	1140	3	1	0	3	0	0	2502	626	1140	0.093567251462 %	0.11961722488 %	0.0565930956423 %	0.0701754385965 %	0.11961722488 %	0.0 %
TEncCu::encodeCtu	2464	1008	896	116	296	0	4	0	0	2344	712	896	9.43223443223 %	4.70779220779 %	15.5462184874 %	0.0915750915751 %	0.162337662338 %	0.0 %
TComYuv::destroy	2451	627	741	4	23	0	1	3	0	2446	601	741	0.706991358995 %	0.16319869441 %	1.68128654971 %	0.104739460592 %	0.0407996736026 %	0.219298245614 %
TComPicSym::initTiles	2444	1108	444	46	8	4	46	2	1	2352	1098	439	1.45145145145 %	1.8821603928 %	0.773195876289 %	1.22622622623 %	1.8821603928 %	0.193298969072 %
_dl_runtime_resolve	2442	1332	1110	13	3	2	3	0	1	2426	1329	1107	0.36855036855 %	0.532350532351 %	0.20475020475 %	0.0819000819001 %	0.12285012285 %	0.04095004095 %
wctob	2432	768	640	1	0	0	1	0	0	2430	768	640	0.0260416666667 %	0.0411184210526 %	0.0 %	0.0260416666667 %	0.0411184210526 %	0.0 %
std::basic_ios<char,	2340	936	468	10	5	0	2	0	0	2328	931	468	0.400641025641 %	0.42735042735 %	0.356125356125 %	0.0534188034188 %	0.0854700854701 %	0.0 %
initRasterToPelXY	2336	296	339	4	1	18	4	0	17	2328	295	304	0.774150117805 %	0.171232876712 %	2.99212598425 %	0.706832716257 %	0.171232876712 %	2.67716535433 %
std::num_put<char,	2281	968	830	9	65	0	4	0	0	2268	903	830	1.81417013974 %	0.394563787812 %	3.61512791991 %	0.0980632507968 %	0.175361683472 %	0.0 %
_dl_map_object	2262	501	385	23	20	2	23	0	2	2216	481	381	1.42947903431 %	1.01679929266 %	2.48306997743 %	0.79415501906 %	1.01679929266 %	0.225733634312 %
TEncCu::compressCtu	2240	1008	1008	168	523	56	4	4	0	2068	481	952	17.5516917293 %	7.5 %	28.7202380952 %	0.187969924812 %	0.178571428571 %	0.198412698413 %
destroyROM	2183	446	441	3	15	0	3	13	0	2177	418	441	0.586319218241 %	0.137425561154 %	1.69109357384 %	0.521172638436 %	0.137425561154 %	1.46561443067 %
std::istreambuf_iterator<char,	2092	619	509	75	34	4	23	0	0	1994	585	505	3.50931677019 %	3.58508604207 %	3.36879432624 %	0.714285714286 %	1.09942638623 %	0.0 %
fwrite	2041	727	449	24	15	0	6	0	0	2011	712	449	1.21230960522 %	1.17589416952 %	1.27551020408 %	0.186509170034 %	0.293973542381 %	0.0 %
getenv	2034	672	78	4	90	0	4	0	0	2026	582	78	3.37643678161 %	0.196656833825 %	12.0 %	0.14367816092 %	0.196656833825 %	0.0 %
__default_morecore	2032	508	508	5	0	8	3	0	0	2024	508	500	0.426509186352 %	0.246062992126 %	0.787401574803 %	0.0984251968504 %	0.147637795276 %	0.0 %
std::__basic_file<char>::xsputn_2	2002	705	742	12	36	35	12	2	1	1978	667	706	2.40649463613 %	0.599400599401 %	4.90670352453 %	0.434908669179 %	0.599400599401 %	0.207325501037 %
TEncSbac::resetEntropy	1984	120	1336	91	19	0	49	6	0	1844	95	1336	3.1976744186 %	4.58669354839 %	1.30494505495 %	1.5988372093 %	2.46975806452 %	0.412087912088 %
TEncSbac::setBitstream	1936	1056	704	61	237	0	2	2	0	1873	817	704	8.06277056277 %	3.15082644628 %	13.4659090909 %	0.108225108225 %	0.103305785124 %	0.113636363636 %
index	1906	220	72	7	6	1	7	6	0	1892	208	71	0.636942675159 %	0.367261280168 %	2.39726027397 %	0.591446769791 %	0.367261280168 %	2.05479452055 %
__mpn_rshift	1848	620	360	10	0	1	5	0	1	1833	620	358	0.388967468175 %	0.541125541126 %	0.102040816327 %	0.21216407355 %	0.270562770563 %	0.102040816327 %
std::istream&	1794	650	676	73	26	0	5	0	0	1716	624	676	3.17307692308 %	4.06911928651 %	1.96078431373 %	0.160256410256 %	0.278706800446 %	0.0 %
finite	1776	592	0	4	0	0	4	0	0	1768	592	0	0 %	0 %	0 %	0 %	0 %	0 %
__GI_memcpy	1771	551	246	23	10	7	5	3	1	1743	538	238	1.55763239875 %	1.2987012987 %	2.13299874529 %	0.35046728972 %	0.282326369283 %	0.501882057716 %
std::ios_base::Init::Init	1712	426	619	38	31	10	35	0	7	1639	395	602	2.86543344215 %	2.21962616822 %	3.92344497608 %	1.52339499456 %	2.04439252336 %	0.66985645933 %
strlen	1703	249	2	6	3	0	6	1	0	1691	245	2	0.460593654043 %	0.352319436289 %	1.19521912351 %	0.3582395087 %	0.352319436289 %	0.398406374502 %
TComPicSym::destroy	1686	556	442	6	43	0	6	3	0	1674	510	442	1.82563338301 %	0.355871886121 %	4.30861723447 %	0.335320417288 %	0.355871886121 %	0.300601202405 %
TComDataCU::compressMV	1680	448	672	4	65	0	2	0	0	1674	383	672	2.46428571429 %	0.238095238095 %	5.80357142857 %	0.0714285714286 %	0.119047619048 %	0.0 %
df::program_options_lite::Option<unsigned	1676	497	838	49	18	0	11	0	0	1616	479	838	2.22517436068 %	2.92362768496 %	1.34831460674 %	0.365327133843 %	0.656324582339 %	0.0 %
std::num_get<char,	1664	650	676	11	17	25	6	0	0	1647	633	651	1.77257525084 %	0.661057692308 %	3.16742081448 %	0.200668896321 %	0.360576923077 %	0.0 %
__run_exit_handlers	1652	336	274	4	23	0	4	22	0	1644	291	274	1.19363395225 %	0.242130750605 %	3.77049180328 %	1.14942528736 %	0.242130750605 %	3.60655737705 %
TComPicSym::xCalculateNextCtuRSAddr	1640	824	336	4	0	0	4	0	0	1632	824	336	0.142857142857 %	0.243902439024 %	0.0 %	0.142857142857 %	0.243902439024 %	0.0 %
_dl_load_cache_lookup	1639	457	243	17	38	0	17	32	0	1605	387	243	2.351432236 %	1.03721781574 %	5.42857142857 %	2.09491235571 %	1.03721781574 %	4.57142857143 %
SyntaxElementWriter::xWriteCode	1638	728	546	4	2	1	2	1	0	1632	725	545	0.240384615385 %	0.2442002442 %	0.235478806907 %	0.103021978022 %	0.1221001221 %	0.0784929356358 %
TEncSampleAdaptiveOffset::destroyEncData	1633	596	291	8	10	0	6	0	0	1619	586	291	0.714285714286 %	0.489895897122 %	1.1273957159 %	0.238095238095 %	0.367421922841 %	0.0 %
ContextModel::buildNextStateTable	1618	389	389	2	4	5	2	4	5	1614	381	379	0.459098497496 %	0.123609394314 %	1.15681233933 %	0.459098497496 %	0.123609394314 %	1.15681233933 %
std::num_get<char,	1598	482	400	55	8	0	21	0	0	1522	474	400	2.54032258065 %	3.44180225282 %	0.907029478458 %	0.846774193548 %	1.31414267835 %	0.0 %
TEncSampleAdaptiveOffset::createEncData	1564	444	591	12	2	17	11	0	16	1541	442	558	1.19276644863 %	0.76726342711 %	1.83574879227 %	1.03886110042 %	0.703324808184 %	1.54589371981 %
__cxa_atexit	1564	408	544	4	0	15	2	0	7	1558	408	522	0.755166931638 %	0.255754475703 %	1.5756302521 %	0.357710651828 %	0.127877237852 %	0.735294117647 %
SyntaxElementWriter::xWriteFlag	1562	852	568	3	0	0	2	0	0	1557	852	568	0.10060362173 %	0.192061459667 %	0.0 %	0.0670690811536 %	0.128040973111 %	0.0 %
_dl_important_hwcaps	1520	216	162	21	0	0	21	0	0	1478	216	162	1.10642781876 %	1.38157894737 %	0.0 %	1.10642781876 %	1.38157894737 %	0.0 %
TEncBinCABAC::encodeAlignedBinsEP	1504	372	326	4	0	0	4	0	0	1496	372	326	0.181653042688 %	0.265957446809 %	0.0 %	0.181653042688 %	0.265957446809 %	0.0 %
TComPicYuv::destroy	1438	314	427	10	15	4	5	1	1	1423	298	422	1.3308857274 %	0.695410292072 %	2.5641025641 %	0.321248279027 %	0.347705146036 %	0.269905533063 %
TEncCavlc::codeShortTermRefPicSet	1429	267	682	8	18	0	8	16	0	1413	233	682	1.09335576114 %	0.559832050385 %	1.89673340358 %	1.00925147183 %	0.559832050385 %	1.68598524763 %
std::basic_string<char,	1425	525	600	1	6	0	1	0	0	1423	519	600	0.274509803922 %	0.0701754385965 %	0.533333333333 %	0.0392156862745 %	0.0701754385965 %	0.0 %
std::basic_stringbuf<char,	1420	568	426	10	0	0	6	0	0	1404	568	426	0.414250207125 %	0.704225352113 %	0.0 %	0.248550124275 %	0.422535211268 %	0.0 %
TEncSbac::codeSAOSign	1410	846	423	2	0	0	1	0	0	1407	846	423	0.0746547219112 %	0.141843971631 %	0.0 %	0.0373273609556 %	0.0709219858156 %	0.0 %
__GI_memcmp	1377	461	147	7	1	0	7	1	0	1363	459	147	0.403022670025 %	0.508351488744 %	0.164473684211 %	0.403022670025 %	0.508351488744 %	0.164473684211 %
read_int	1357	518	223	14	1	0	9	1	0	1334	516	223	0.71496663489 %	1.03168754606 %	0.134952766532 %	0.47664442326 %	0.66322770818 %	0.134952766532 %
TEncEntropy::setEntropyCoder	1342	732	488	84	232	118	4	6	2	1254	494	368	16.9398907104 %	6.25931445604 %	28.6885245902 %	0.468384074941 %	0.298062593145 %	0.655737704918 %
initRasterToZscan	1310	263	260	1	0	16	1	0	16	1308	263	228	0.927441352973 %	0.0763358778626 %	3.05927342256 %	0.927441352973 %	0.0763358778626 %	3.05927342256 %
df::program_options_lite::OptionSpecific&	1284	362	394	13	12	0	11	0	0	1260	350	394	1.22549019608 %	1.01246105919 %	1.5873015873 %	0.539215686275 %	0.856697819315 %	0.0 %
dl_main	1282	322	258	68	47	17	68	16	11	1146	259	230	7.08915145005 %	5.30421216849 %	11.0344827586 %	5.10204081633 %	5.30421216849 %	4.65517241379 %
_dl_new_object	1263	260	302	17	5	26	17	5	26	1229	250	250	2.6301369863 %	1.34600158353 %	5.51601423488 %	2.6301369863 %	1.34600158353 %	5.51601423488 %
wctype_l	1230	217	382	3	5	0	3	0	0	1224	212	382	0.437397484964 %	0.243902439024 %	0.834724540902 %	0.164024056862 %	0.243902439024 %	0.0 %
std::__basic_file<char>::xsgetn	1226	424	466	31	81	0	9	0	0	1186	343	466	5.29300567108 %	2.52854812398 %	9.10112359551 %	0.425330812854 %	0.734094616639 %	0.0 %
std::locale::_Impl::_Impl	1226	179	638	84	55	35	84	1	30	1058	123	573	8.51688693098 %	6.8515497553 %	11.0159118727 %	5.62897699462 %	6.8515497553 %	3.79436964504 %
ProfileTierLevel::ProfileTierLevel	1218	63	357	4	0	16	2	0	15	1212	63	326	1.221001221 %	0.328407224959 %	3.80952380952 %	1.03785103785 %	0.164203612479 %	3.57142857143 %
TEncSearch::init	1207	283	342	21	1	11	21	0	3	1165	282	328	1.80131004367 %	1.73985086993 %	1.92 %	1.31004366812 %	1.73985086993 %	0.48 %
__libc_memalign	1155	308	292	3	3	4	3	0	0	1149	305	288	0.569800569801 %	0.25974025974 %	1.16666666667 %	0.17094017094 %	0.25974025974 %	0.0 %
std::ctype<char>::_M_widen_init	1155	81	334	7	3	4	5	0	0	1143	78	330	0.891719745223 %	0.606060606061 %	1.68674698795 %	0.31847133758 %	0.4329004329 %	0.0 %
_IO_padn	1147	341	279	11	0	0	8	0	0	1128	341	279	0.622524052066 %	0.959023539669 %	0.0 %	0.452744765139 %	0.697471665214 %	0.0 %
TEncTop::create	1145	485	423	11	17	6	11	0	0	1123	468	417	1.65611300536 %	0.960698689956 %	2.53303964758 %	0.535801266439 %	0.960698689956 %	0.0 %
TComReferencePictureSet::getDeltaPOC	1132	1132	0	1	0	0	0	0	0	1131	1132	0	0 %	0 %	0 %	0 %	0 %	0 %
df::program_options_lite::OptionSpecific&	1132	328	452	7	12	0	7	0	0	1118	316	452	0.993723849372 %	0.618374558304 %	1.53846153846 %	0.366108786611 %	0.618374558304 %	0.0 %
TEncSbac::codeTerminatingBit	1100	660	330	56	91	0	2	2	0	1042	567	330	7.03349282297 %	5.09090909091 %	9.19191919192 %	0.191387559809 %	0.181818181818 %	0.20202020202 %
TEncEntropy::encodeTerminatingBit	1100	660	330	56	56	0	4	0	0	1040	604	330	5.35885167464 %	5.09090909091 %	5.65656565657 %	0.191387559809 %	0.363636363636 %	0.0 %
df::program_options_lite::Option<unsigned	1095	292	288	4	19	0	4	0	0	1087	273	288	1.37313432836 %	0.365296803653 %	3.27586206897 %	0.238805970149 %	0.365296803653 %	0.0 %
EnvVar::EnvVar	1085	310	404	20	14	1	20	0	0	1045	296	403	1.94552529183 %	1.84331797235 %	2.10084033613 %	1.11172873819 %	1.84331797235 %	0.0 %
writeAnnexB	1077	293	325	51	16	0	50	2	0	976	275	325	3.95280235988 %	4.73537604457 %	2.58899676375 %	3.06784660767 %	4.64252553389 %	0.323624595469 %
open_verify	1061	268	195	12	4	0	12	3	0	1037	261	195	1.0498687664 %	1.13100848256 %	0.863930885529 %	0.984251968504 %	1.13100848256 %	0.647948164147 %
__mpn_lshift	1058	431	226	16	0	0	7	0	0	1035	431	226	0.932944606414 %	1.51228733459 %	0.0 %	0.408163265306 %	0.661625708885 %	0.0 %
_dl_sysinfo_int80	1055	527	0	9	0	0	2	0	0	1044	527	0	0 %	0 %	0 %	0 %	0 %	0 %
std::string::swap	1036	592	222	4	0	0	3	0	0	1029	592	222	0.216216216216 %	0.3861003861 %	0.0 %	0.162162162162 %	0.289575289575 %	0.0 %
TEncBinCABAC::encodeBinTrm	1025	338	239	3	0	0	3	0	0	1019	338	239	0.187265917603 %	0.292682926829 %	0.0 %	0.187265917603 %	0.292682926829 %	0.0 %
TComScalingList::init	1023	174	234	2	1	5	2	0	3	1019	173	226	0.559049615653 %	0.19550342131 %	1.47058823529 %	0.349406009783 %	0.19550342131 %	0.735294117647 %
TComPicYuv::copyToPic	1008	336	136	20	115	0	12	3	0	976	218	136	9.12162162162 %	1.98412698413 %	24.3644067797 %	1.01351351351 %	1.19047619048 %	0.635593220339 %
TComSlice::resetWpScaling	984	4	768	4	0	107	4	0	107	976	4	554	6.32118451025 %	0.406504065041 %	13.8601036269 %	6.32118451025 %	0.406504065041 %	13.8601036269 %
0x001366ab	964	964	0	0	0	0	0	0	0	964	964	0	0 %	0 %	0 %	0 %	0 %	0 %
std::__basic_file<char>::fd	964	402	322	13	75	36	6	0	0	945	327	286	7.34597156398 %	1.34854771784 %	15.3314917127 %	0.355450236967 %	0.622406639004 %	0.0 %
std::istreambuf_iterator<char,	960	360	180	3	0	0	1	0	0	956	360	180	0.2 %	0.3125 %	0.0 %	0.0666666666667 %	0.104166666667 %	0.0 %
TComDataCU::~TComDataCU	960	320	448	1	1	0	1	0	0	958	319	448	0.115740740741 %	0.104166666667 %	0.130208333333 %	0.0578703703704 %	0.104166666667 %	0.0 %
confirmPara	960	288	192	1	0	0	1	0	0	958	288	192	0.0694444444444 %	0.104166666667 %	0.0 %	0.0694444444444 %	0.104166666667 %	0.0 %
fflush	954	324	234	20	8	0	12	2	0	922	314	234	1.85185185185 %	2.0964360587 %	1.43369175627 %	0.925925925926 %	1.25786163522 %	0.358422939068 %
TEncCu::create	953	339	463	20	15	19	20	0	1	913	324	443	3.07692307692 %	2.09863588667 %	4.23940149626 %	1.19658119658 %	2.09863588667 %	0.124688279302 %
putchar	928	320	240	16	14	2	15	0	0	897	306	238	2.15053763441 %	1.72413793103 %	2.85714285714 %	1.00806451613 %	1.61637931034 %	0.0 %
__write_nocancel	920	552	184	0	0	0	0	0	0	920	552	184	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %
std::string::push_back	918	351	243	10	0	0	3	0	0	905	351	243	0.661375661376 %	1.08932461874 %	0.0 %	0.198412698413 %	0.326797385621 %	0.0 %
TComReferencePictureSet::setUsed	915	732	183	1	0	0	1	0	0	913	732	183	0.0546448087432 %	0.109289617486 %	0.0 %	0.0546448087432 %	0.109289617486 %	0.0 %
TComReferencePictureSet::setDeltaPOC	915	732	183	0	0	0	0	0	0	915	732	183	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %
std::ostream::operator<<	901	347	347	38	3	0	3	0	0	860	344	347	2.57053291536 %	4.21753607103 %	0.432276657061 %	0.188087774295 %	0.332963374029 %	0.0 %
_dl_mcount_wrapper_check	896	384	128	2	0	0	2	0	0	892	384	128	0.142045454545 %	0.223214285714 %	0.0 %	0.142045454545 %	0.223214285714 %	0.0 %
std::basic_stringbuf<char,	888	444	0	2	0	0	2	0	0	884	444	0	0 %	0 %	0 %	0 %	0 %	0 %
std::ios_base::Init::~Init	882	216	166	5	11	0	5	8	0	872	197	166	1.26582278481 %	0.566893424036 %	2.87958115183 %	1.02848101266 %	0.566893424036 %	2.0942408377 %
TComPic::getSubstreamForCtuAddr	870	464	174	10	41	0	4	0	0	856	423	174	3.38196286472 %	1.14942528736 %	6.4263322884 %	0.26525198939 %	0.459770114943 %	0.0 %
__mpn_extract_double	868	270	243	14	0	0	10	0	0	844	270	243	1.01375814627 %	1.61290322581 %	0.0 %	0.724112961622 %	1.15207373272 %	0.0 %
TEncSampleAdaptiveOffset::SAOProcess	858	98	316	19	31	8	18	3	1	821	64	307	4.55974842767 %	2.21445221445 %	9.42028985507 %	1.72955974843 %	2.0979020979 %	0.966183574879 %
strsep	848	270	7	2	0	0	2	0	0	844	270	7	0.177777777778 %	0.235849056604 %	0.0 %	0.177777777778 %	0.235849056604 %	0.0 %
bcmp	833	302	76	11	19	0	8	10	0	814	273	76	2.47729149463 %	1.32052821128 %	5.02645502646 %	1.48637489678 %	0.960384153661 %	2.6455026455 %
TComReferencePictureSet::getUsed	812	812	0	3	2	0	3	2	0	806	808	0	0 %	0 %	0 %	0 %	0 %	0 %
TEncBinCABACCounter::encodeBinTrm	810	324	270	64	27	0	2	0	0	744	297	270	6.48148148148 %	7.9012345679 %	4.54545454545 %	0.14245014245 %	0.246913580247 %	0.0 %
df::program_options_lite::Option<SMultiValueInput<int>	810	206	208	4	16	0	4	0	0	802	190	208	1.6339869281 %	0.493827160494 %	3.86473429952 %	0.326797385621 %	0.493827160494 %	0.0 %
TEncTop::destroy	801	357	175	6	16	0	6	3	0	789	338	175	1.65041260315 %	0.749063670412 %	3.00751879699 %	0.675168792198 %	0.749063670412 %	0.563909774436 %
memset	795	136	367	7	4	22	5	0	22	783	132	323	2.54237288136 %	0.880503144654 %	5.1689860835 %	2.08012326656 %	0.62893081761 %	4.37375745527 %
memcpy	793	292	152	6	2	11	6	0	10	781	290	131	1.53597413096 %	0.756620428752 %	2.92792792793 %	1.29345189976 %	0.756620428752 %	2.25225225225 %
TComScalingList::destroy	774	171	159	1	5	0	1	4	0	772	162	159	0.54347826087 %	0.129198966408 %	1.51515151515 %	0.452898550725 %	0.129198966408 %	1.21212121212 %
std::basic_istream<char,	773	315	202	47	18	0	16	0	0	710	297	202	5.03875968992 %	6.08020698577 %	3.48162475822 %	1.24031007752 %	2.06985769728 %	0.0 %
__gconv_btwoc_ascii	768	256	0	1	0	0	1	0	0	766	256	0	0 %	0 %	0 %	0 %	0 %	0 %
std::istream&	759	275	286	19	1	0	4	0	0	736	274	286	1.51515151515 %	2.50329380764 %	0.17825311943 %	0.30303030303 %	0.527009222661 %	0.0 %
mmap	736	367	143	10	0	3	6	0	2	720	367	138	1.04333868379 %	1.35869565217 %	0.588235294118 %	0.642054574639 %	0.815217391304 %	0.392156862745 %
TEncSlice::initEncSlice	724	294	178	71	34	13	69	15	2	584	245	163	9.86622073579 %	9.80662983425 %	9.95762711864 %	7.19063545151 %	9.53038674033 %	3.60169491525 %
fileno	720	320	80	6	158	0	3	9	0	711	153	80	14.6428571429 %	0.833333333333 %	39.5 %	1.07142857143 %	0.416666666667 %	2.25 %
TComPicSym::initCtuTsRsAddrMaps	720	186	292	6	0	8	6	0	0	708	186	284	1.16861435726 %	0.833333333333 %	1.67364016736 %	0.500834724541 %	0.833333333333 %	0.0 %
TEncCu::destroy	718	281	212	11	19	0	11	1	0	696	261	212	2.47729149463 %	1.53203342618 %	3.85395537525 %	0.990916597853 %	1.53203342618 %	0.202839756592 %
TEncBinCABAC::init	704	528	176	58	0	0	2	0	0	644	528	176	4.11931818182 %	8.23863636364 %	0.0 %	0.142045454545 %	0.284090909091 %	0.0 %
TAppEncCfg::xPrintParameter	690	197	344	55	16	1	53	0	0	582	181	343	5.84890333063 %	7.97101449275 %	3.14232902033 %	4.30544272949 %	7.68115942029 %	0.0 %
TEncSbac::determineCabacInitIdx	690	156	392	34	1	0	34	0	0	622	155	392	2.82714054927 %	4.92753623188 %	0.182481751825 %	2.74636510501 %	4.92753623188 %	0.0 %
SAOOffset::~SAOOffset	678	678	0	3	0	0	2	0	0	673	678	0	0 %	0 %	0 %	0 %	0 %	0 %
operator>>	664	182	286	22	7	0	7	0	0	635	175	286	2.56183745583 %	3.31325301205 %	1.49572649573 %	0.618374558304 %	1.05421686747 %	0.0 %
_dl_sort_fini	662	212	107	6	3	0	6	3	0	650	206	107	0.917431192661 %	0.906344410876 %	0.940438871473 %	0.917431192661 %	0.906344410876 %	0.940438871473 %
puts	630	217	161	14	7	0	14	0	0	602	210	161	2.08333333333 %	2.22222222222 %	1.85185185185 %	1.38888888889 %	2.22222222222 %	0.0 %
df::program_options_lite::Option<int>::setDefault	625	500	125	0	0	11	0	0	3	625	500	111	0.88 %	0.0 %	1.76 %	0.24 %	0.0 %	0.48 %
TComYuv::~TComYuv	623	198	254	2	0	0	1	0	0	620	198	254	0.186046511628 %	0.321027287319 %	0.0 %	0.093023255814 %	0.16051364366 %	0.0 %
_dl_catch_error	611	156	299	4	2	3	4	0	3	603	154	293	0.844277673546 %	0.654664484452 %	1.0989010989 %	0.656660412758 %	0.654664484452 %	0.659340659341 %
df::program_options_lite::Option<GOPEntry>::parse	604	176	304	44	18	0	11	0	0	549	158	304	5.71955719557 %	7.28476821192 %	3.75 %	1.0147601476 %	1.82119205298 %	0.0 %
_dl_start	604	155	87	16	14	12	15	13	11	573	128	64	4.96453900709 %	2.64900662252 %	10.7438016529 %	4.60992907801 %	2.48344370861 %	9.9173553719 %
std::num_get<char,	598	214	258	41	16	0	7	0	0	550	198	258	5.32710280374 %	6.85618729097 %	3.38983050847 %	0.654205607477 %	1.17056856187 %	0.0 %
__x86.get_pc_thunk.cx	592	592	0	2	0	0	2	0	0	588	592	0	0 %	0 %	0 %	0 %	0 %	0 %
TEncCavlc::codeProfileTier	578	94	272	6	4	0	6	3	0	566	87	272	1.0593220339 %	1.03806228374 %	1.09289617486 %	0.953389830508 %	1.03806228374 %	0.819672131148 %
TComYuv::TComYuv	570	114	285	2	0	13	1	0	13	567	114	259	1.5479876161 %	0.350877192982 %	3.25814536341 %	1.44478844169 %	0.175438596491 %	3.25814536341 %
TEncSearch::~TEncSearch	567	188	154	10	15	1	10	5	0	547	168	153	2.8602860286 %	1.76366843034 %	4.6783625731 %	1.6501650165 %	1.76366843034 %	1.46198830409 %
df::program_options_lite::Option<SMultiValueInput<bool>	560	144	152	3	15	0	3	0	0	554	129	152	2.10280373832 %	0.535714285714 %	5.06756756757 %	0.35046728972 %	0.535714285714 %	0.0 %
_dl_sysdep_start	560	139	72	17	11	5	17	9	5	526	119	62	4.28015564202 %	3.03571428571 %	7.58293838863 %	4.02075226978 %	3.03571428571 %	6.63507109005 %
TEncSbac::~TEncSbac	553	183	253	1	0	4	0	0	1	552	183	248	0.505561172902 %	0.180831826401 %	0.917431192661 %	0.10111223458 %	0.0 %	0.229357798165 %
std::vector<bool,	552	136	160	5	0	1	5	0	1	542	136	158	0.707547169811 %	0.905797101449 %	0.337837837838 %	0.707547169811 %	0.905797101449 %	0.337837837838 %
TEncCavlc::codeSliceHeader	551	177	117	51	20	2	51	0	0	449	157	115	8.63905325444 %	9.25589836661 %	7.48299319728 %	6.03550295858 %	9.25589836661 %	0.0 %
str_to_mpn.isra.0	544	127	72	23	6	1	6	1	1	515	120	70	4.03768506057 %	4.22794117647 %	3.5175879397 %	1.07671601615 %	1.10294117647 %	1.00502512563 %
TEncBinCABACCounter::TEncBinCABACCounter	540	144	216	3	0	0	1	0	0	536	144	216	0.333333333333 %	0.555555555556 %	0.0 %	0.111111111111 %	0.185185185185 %	0.0 %
TComSlice::TComSlice	540	12	336	38	0	24	38	0	24	464	12	288	6.98198198198 %	7.03703703704 %	6.89655172414 %	6.98198198198 %	7.03703703704 %	6.89655172414 %
TEncBinCABACCounter::~TEncBinCABACCounter	538	178	250	3	0	0	2	0	0	533	178	250	0.310559006211 %	0.557620817844 %	0.0 %	0.207039337474 %	0.371747211896 %	0.0 %
_IO_un_link	538	161	145	31	18	2	15	5	0	492	138	143	6.04265402844 %	5.76208178439 %	6.53594771242 %	2.36966824645 %	2.78810408922 %	1.6339869281 %
TEncGOP::printOutSummary	532	154	158	51	8	3	49	1	2	432	145	153	7.34597156398 %	9.58646616541 %	3.52564102564 %	6.16113744076 %	9.21052631579 %	0.961538461538 %
calloc	526	155	128	9	5	2	9	0	0	508	150	126	1.97775030902 %	1.71102661597 %	2.47349823322 %	1.11248454883 %	1.71102661597 %	0.0 %
df::program_options_lite::Option<SMultiValueInput<int>	512	150	116	4	7	1	4	0	0	504	143	115	1.54241645244 %	0.78125 %	3.00751879699 %	0.514138817481 %	0.78125 %	0.0 %
_IO_link_in	500	150	150	22	11	1	8	0	0	470	139	149	4.25 %	4.4 %	4.0 %	1.0 %	1.6 %	0.0 %
